FID,XLL,XUL,XUR,XLR,YLL,YUL,YUR,YLR
8305,-7.3332945,-7.4999612,-7.4999612,-7.3332945,18.5000218,18.5000218,18.6666885,18.6666885
8306,-7.1666278,-7.3332945,-7.3332945,-7.1666278,18.5000218,18.5000218,18.6666885,18.6666885
8307,-6.9999611,-7.1666278,-7.1666278,-6.9999611,18.5000218,18.5000218,18.6666885,18.6666885
8308,-6.8332944,-6.9999611,-6.9999611,-6.8332944,18.5000218,18.5000218,18.6666885,18.6666885
8309,-6.6666277,-6.8332944,-6.8332944,-6.6666277,18.5000218,18.5000218,18.6666885,18.6666885
8310,-6.499961,-6.6666277,-6.6666277,-6.499961,18.5000218,18.5000218,18.6666885,18.6666885
8311,-6.3332943,-6.499961,-6.499961,-6.3332943,18.5000218,18.5000218,18.6666885,18.6666885
8312,-6.1666276,-6.3332943,-6.3332943,-6.1666276,18.5000218,18.5000218,18.6666885,18.6666885
8313,-5.9999609,-6.1666276,-6.1666276,-5.9999609,18.5000218,18.5000218,18.6666885,18.6666885
8314,-5.8332942,-5.9999609,-5.9999609,-5.8332942,18.5000218,18.5000218,18.6666885,18.6666885
8315,-5.6666275,-5.8332942,-5.8332942,-5.6666275,18.5000218,18.5000218,18.6666885,18.6666885
8316,-5.4999608,-5.6666275,-5.6666275,-5.4999608,18.5000218,18.5000218,18.6666885,18.6666885
8317,-5.3332941,-5.4999608,-5.4999608,-5.3332941,18.5000218,18.5000218,18.6666885,18.6666885
8318,-5.1666274,-5.3332941,-5.3332941,-5.1666274,18.5000218,18.5000218,18.6666885,18.6666885
8319,-4.9999607,-5.1666274,-5.1666274,-4.9999607,18.5000218,18.5000218,18.6666885,18.6666885
8320,-4.833294,-4.9999607,-4.9999607,-4.833294,18.5000218,18.5000218,18.6666885,18.6666885
8321,-4.6666273,-4.833294,-4.833294,-4.6666273,18.5000218,18.5000218,18.6666885,18.6666885
8322,-4.4999606,-4.6666273,-4.6666273,-4.4999606,18.5000218,18.5000218,18.6666885,18.6666885
8323,-4.3332939,-4.4999606,-4.4999606,-4.3332939,18.5000218,18.5000218,18.6666885,18.6666885
8324,-4.1666272,-4.3332939,-4.3332939,-4.1666272,18.5000218,18.5000218,18.6666885,18.6666885
8325,-3.9999605,-4.1666272,-4.1666272,-3.9999605,18.5000218,18.5000218,18.6666885,18.6666885
8326,-3.8332938,-3.9999605,-3.9999605,-3.8332938,18.5000218,18.5000218,18.6666885,18.6666885
8327,-3.6666271,-3.8332938,-3.8332938,-3.6666271,18.5000218,18.5000218,18.6666885,18.6666885
8328,-3.4999604,-3.6666271,-3.6666271,-3.4999604,18.5000218,18.5000218,18.6666885,18.6666885
8329,-3.3332937,-3.4999604,-3.4999604,-3.3332937,18.5000218,18.5000218,18.6666885,18.6666885
8330,-3.166627,-3.3332937,-3.3332937,-3.166627,18.5000218,18.5000218,18.6666885,18.6666885
8331,-2.9999603,-3.166627,-3.166627,-2.9999603,18.5000218,18.5000218,18.6666885,18.6666885
8332,-2.8332936,-2.9999603,-2.9999603,-2.8332936,18.5000218,18.5000218,18.6666885,18.6666885
8333,-2.6666269,-2.8332936,-2.8332936,-2.6666269,18.5000218,18.5000218,18.6666885,18.6666885
8334,-2.4999602,-2.6666269,-2.6666269,-2.4999602,18.5000218,18.5000218,18.6666885,18.6666885
8335,-2.3332935,-2.4999602,-2.4999602,-2.3332935,18.5000218,18.5000218,18.6666885,18.6666885
8336,-2.1666268,-2.3332935,-2.3332935,-2.1666268,18.5000218,18.5000218,18.6666885,18.6666885
8337,-1.9999601,-2.1666268,-2.1666268,-1.9999601,18.5000218,18.5000218,18.6666885,18.6666885
8338,-1.8332934,-1.9999601,-1.9999601,-1.8332934,18.5000218,18.5000218,18.6666885,18.6666885
8339,-1.6666267,-1.8332934,-1.8332934,-1.6666267,18.5000218,18.5000218,18.6666885,18.6666885
8340,-1.49996,-1.6666267,-1.6666267,-1.49996,18.5000218,18.5000218,18.6666885,18.6666885
8341,-1.3332933,-1.49996,-1.49996,-1.3332933,18.5000218,18.5000218,18.6666885,18.6666885
8342,-1.1666266,-1.3332933,-1.3332933,-1.1666266,18.5000218,18.5000218,18.6666885,18.6666885
8343,-0.9999599,-1.1666266,-1.1666266,-0.9999599,18.5000218,18.5000218,18.6666885,18.6666885
8344,-0.8332932,-0.9999599,-0.9999599,-0.8332932,18.5000218,18.5000218,18.6666885,18.6666885
8345,-0.6666265,-0.8332932,-0.8332932,-0.6666265,18.5000218,18.5000218,18.6666885,18.6666885
8346,-0.4999598,-0.6666265,-0.6666265,-0.4999598,18.5000218,18.5000218,18.6666885,18.6666885
8347,-0.3332931,-0.4999598,-0.4999598,-0.3332931,18.5000218,18.5000218,18.6666885,18.6666885
8348,-0.1666264,-0.3332931,-0.3332931,-0.1666264,18.5000218,18.5000218,18.6666885,18.6666885
8349,4.03E-05,-0.1666264,-0.1666264,4.03E-05,18.5000218,18.5000218,18.6666885,18.6666885
8350,0.166707,4.03E-05,4.03E-05,0.166707,18.5000218,18.5000218,18.6666885,18.6666885
8351,0.3333737,0.166707,0.166707,0.3333737,18.5000218,18.5000218,18.6666885,18.6666885
8352,0.5000404,0.3333737,0.3333737,0.5000404,18.5000218,18.5000218,18.6666885,18.6666885
8353,0.6667071,0.5000404,0.5000404,0.6667071,18.5000218,18.5000218,18.6666885,18.6666885
8354,0.8333738,0.6667071,0.6667071,0.8333738,18.5000218,18.5000218,18.6666885,18.6666885
8355,1.0000405,0.8333738,0.8333738,1.0000405,18.5000218,18.5000218,18.6666885,18.6666885
8356,1.1667072,1.0000405,1.0000405,1.1667072,18.5000218,18.5000218,18.6666885,18.6666885
8357,1.3333739,1.1667072,1.1667072,1.3333739,18.5000218,18.5000218,18.6666885,18.6666885
8358,1.5000406,1.3333739,1.3333739,1.5000406,18.5000218,18.5000218,18.6666885,18.6666885
8359,1.6667073,1.5000406,1.5000406,1.6667073,18.5000218,18.5000218,18.6666885,18.6666885
8360,1.833374,1.6667073,1.6667073,1.833374,18.5000218,18.5000218,18.6666885,18.6666885
8361,2.0000407,1.833374,1.833374,2.0000407,18.5000218,18.5000218,18.6666885,18.6666885
8362,2.1667074,2.0000407,2.0000407,2.1667074,18.5000218,18.5000218,18.6666885,18.6666885
8363,2.3333741,2.1667074,2.1667074,2.3333741,18.5000218,18.5000218,18.6666885,18.6666885
8364,2.5000408,2.3333741,2.3333741,2.5000408,18.5000218,18.5000218,18.6666885,18.6666885
8365,2.6667075,2.5000408,2.5000408,2.6667075,18.5000218,18.5000218,18.6666885,18.6666885
8366,2.8333742,2.6667075,2.6667075,2.8333742,18.5000218,18.5000218,18.6666885,18.6666885
8367,3.0000409,2.8333742,2.8333742,3.0000409,18.5000218,18.5000218,18.6666885,18.6666885
8368,3.1667076,3.0000409,3.0000409,3.1667076,18.5000218,18.5000218,18.6666885,18.6666885
8369,3.3333743,3.1667076,3.1667076,3.3333743,18.5000218,18.5000218,18.6666885,18.6666885
8370,3.500041,3.3333743,3.3333743,3.500041,18.5000218,18.5000218,18.6666885,18.6666885
8371,3.6667077,3.500041,3.500041,3.6667077,18.5000218,18.5000218,18.6666885,18.6666885
8372,3.8333744,3.6667077,3.6667077,3.8333744,18.5000218,18.5000218,18.6666885,18.6666885
8373,4.0000411,3.8333744,3.8333744,4.0000411,18.5000218,18.5000218,18.6666885,18.6666885
8374,4.1667078,4.0000411,4.0000411,4.1667078,18.5000218,18.5000218,18.6666885,18.6666885
8375,4.3333745,4.1667078,4.1667078,4.3333745,18.5000218,18.5000218,18.6666885,18.6666885
8376,4.5000412,4.3333745,4.3333745,4.5000412,18.5000218,18.5000218,18.6666885,18.6666885
8377,4.6667079,4.5000412,4.5000412,4.6667079,18.5000218,18.5000218,18.6666885,18.6666885
8378,4.8333746,4.6667079,4.6667079,4.8333746,18.5000218,18.5000218,18.6666885,18.6666885
8379,5.0000413,4.8333746,4.8333746,5.0000413,18.5000218,18.5000218,18.6666885,18.6666885
8380,5.166708,5.0000413,5.0000413,5.166708,18.5000218,18.5000218,18.6666885,18.6666885
8381,5.3333747,5.166708,5.166708,5.3333747,18.5000218,18.5000218,18.6666885,18.6666885
8382,5.5000414,5.3333747,5.3333747,5.5000414,18.5000218,18.5000218,18.6666885,18.6666885
8383,5.6667081,5.5000414,5.5000414,5.6667081,18.5000218,18.5000218,18.6666885,18.6666885
8384,5.8333748,5.6667081,5.6667081,5.8333748,18.5000218,18.5000218,18.6666885,18.6666885
8385,6.0000415,5.8333748,5.8333748,6.0000415,18.5000218,18.5000218,18.6666885,18.6666885
8386,6.1667082,6.0000415,6.0000415,6.1667082,18.5000218,18.5000218,18.6666885,18.6666885
8387,6.3333749,6.1667082,6.1667082,6.3333749,18.5000218,18.5000218,18.6666885,18.6666885
8388,6.5000416,6.3333749,6.3333749,6.5000416,18.5000218,18.5000218,18.6666885,18.6666885
8389,6.6667083,6.5000416,6.5000416,6.6667083,18.5000218,18.5000218,18.6666885,18.6666885
8390,6.833375,6.6667083,6.6667083,6.833375,18.5000218,18.5000218,18.6666885,18.6666885
8391,7.0000417,6.833375,6.833375,7.0000417,18.5000218,18.5000218,18.6666885,18.6666885
8392,7.1667084,7.0000417,7.0000417,7.1667084,18.5000218,18.5000218,18.6666885,18.6666885
8393,7.3333751,7.1667084,7.1667084,7.3333751,18.5000218,18.5000218,18.6666885,18.6666885
8394,7.5000418,7.3333751,7.3333751,7.5000418,18.5000218,18.5000218,18.6666885,18.6666885
8395,7.6667085,7.5000418,7.5000418,7.6667085,18.5000218,18.5000218,18.6666885,18.6666885
8396,7.8333752,7.6667085,7.6667085,7.8333752,18.5000218,18.5000218,18.6666885,18.6666885
8397,8.0000419,7.8333752,7.8333752,8.0000419,18.5000218,18.5000218,18.6666885,18.6666885
8398,8.1667086,8.0000419,8.0000419,8.1667086,18.5000218,18.5000218,18.6666885,18.6666885
8399,8.3333753,8.1667086,8.1667086,8.3333753,18.5000218,18.5000218,18.6666885,18.6666885
8400,8.500042,8.3333753,8.3333753,8.500042,18.5000218,18.5000218,18.6666885,18.6666885
8401,8.6667087,8.500042,8.500042,8.6667087,18.5000218,18.5000218,18.6666885,18.6666885
8402,8.8333754,8.6667087,8.6667087,8.8333754,18.5000218,18.5000218,18.6666885,18.6666885
8403,9.0000421,8.8333754,8.8333754,9.0000421,18.5000218,18.5000218,18.6666885,18.6666885
8404,9.1667088,9.0000421,9.0000421,9.1667088,18.5000218,18.5000218,18.6666885,18.6666885
8405,9.3333755,9.1667088,9.1667088,9.3333755,18.5000218,18.5000218,18.6666885,18.6666885
8406,9.5000422,9.3333755,9.3333755,9.5000422,18.5000218,18.5000218,18.6666885,18.6666885
8407,9.6667089,9.5000422,9.5000422,9.6667089,18.5000218,18.5000218,18.6666885,18.6666885
8408,9.8333756,9.6667089,9.6667089,9.8333756,18.5000218,18.5000218,18.6666885,18.6666885
8409,10.0000423,9.8333756,9.8333756,10.0000423,18.5000218,18.5000218,18.6666885,18.6666885
8410,10.166709,10.0000423,10.0000423,10.166709,18.5000218,18.5000218,18.6666885,18.6666885
8411,10.3333757,10.166709,10.166709,10.3333757,18.5000218,18.5000218,18.6666885,18.6666885
8412,10.5000424,10.3333757,10.3333757,10.5000424,18.5000218,18.5000218,18.6666885,18.6666885
8413,10.6667091,10.5000424,10.5000424,10.6667091,18.5000218,18.5000218,18.6666885,18.6666885
8414,10.8333758,10.6667091,10.6667091,10.8333758,18.5000218,18.5000218,18.6666885,18.6666885
8415,11.0000425,10.8333758,10.8333758,11.0000425,18.5000218,18.5000218,18.6666885,18.6666885
8416,11.1667092,11.0000425,11.0000425,11.1667092,18.5000218,18.5000218,18.6666885,18.6666885
8417,11.3333759,11.1667092,11.1667092,11.3333759,18.5000218,18.5000218,18.6666885,18.6666885
8418,11.5000426,11.3333759,11.3333759,11.5000426,18.5000218,18.5000218,18.6666885,18.6666885
8419,11.6667093,11.5000426,11.5000426,11.6667093,18.5000218,18.5000218,18.6666885,18.6666885
8420,11.833376,11.6667093,11.6667093,11.833376,18.5000218,18.5000218,18.6666885,18.6666885
8421,12.0000427,11.833376,11.833376,12.0000427,18.5000218,18.5000218,18.6666885,18.6666885
8422,12.1667094,12.0000427,12.0000427,12.1667094,18.5000218,18.5000218,18.6666885,18.6666885
8423,12.3333761,12.1667094,12.1667094,12.3333761,18.5000218,18.5000218,18.6666885,18.6666885
8424,12.5000428,12.3333761,12.3333761,12.5000428,18.5000218,18.5000218,18.6666885,18.6666885
8425,12.6667095,12.5000428,12.5000428,12.6667095,18.5000218,18.5000218,18.6666885,18.6666885
8426,12.8333762,12.6667095,12.6667095,12.8333762,18.5000218,18.5000218,18.6666885,18.6666885
8427,13.0000429,12.8333762,12.8333762,13.0000429,18.5000218,18.5000218,18.6666885,18.6666885
8428,13.1667096,13.0000429,13.0000429,13.1667096,18.5000218,18.5000218,18.6666885,18.6666885
8429,13.3333763,13.1667096,13.1667096,13.3333763,18.5000218,18.5000218,18.6666885,18.6666885
8430,13.500043,13.3333763,13.3333763,13.500043,18.5000218,18.5000218,18.6666885,18.6666885
8431,13.6667097,13.500043,13.500043,13.6667097,18.5000218,18.5000218,18.6666885,18.6666885
8432,13.8333764,13.6667097,13.6667097,13.8333764,18.5000218,18.5000218,18.6666885,18.6666885
8433,14.0000431,13.8333764,13.8333764,14.0000431,18.5000218,18.5000218,18.6666885,18.6666885
8434,14.1667098,14.0000431,14.0000431,14.1667098,18.5000218,18.5000218,18.6666885,18.6666885
8435,14.3333765,14.1667098,14.1667098,14.3333765,18.5000218,18.5000218,18.6666885,18.6666885
8436,14.5000432,14.3333765,14.3333765,14.5000432,18.5000218,18.5000218,18.6666885,18.6666885
8437,14.6667099,14.5000432,14.5000432,14.6667099,18.5000218,18.5000218,18.6666885,18.6666885
8438,14.8333766,14.6667099,14.6667099,14.8333766,18.5000218,18.5000218,18.6666885,18.6666885
8439,15.0000433,14.8333766,14.8333766,15.0000433,18.5000218,18.5000218,18.6666885,18.6666885
8440,15.16671,15.0000433,15.0000433,15.16671,18.5000218,18.5000218,18.6666885,18.6666885
8441,15.3333767,15.16671,15.16671,15.3333767,18.5000218,18.5000218,18.6666885,18.6666885
8442,15.5000434,15.3333767,15.3333767,15.5000434,18.5000218,18.5000218,18.6666885,18.6666885
8443,15.6667101,15.5000434,15.5000434,15.6667101,18.5000218,18.5000218,18.6666885,18.6666885
8444,15.8333768,15.6667101,15.6667101,15.8333768,18.5000218,18.5000218,18.6666885,18.6666885
8445,16.0000435,15.8333768,15.8333768,16.0000435,18.5000218,18.5000218,18.6666885,18.6666885
8446,16.1667102,16.0000435,16.0000435,16.1667102,18.5000218,18.5000218,18.6666885,18.6666885
8447,-17.9999633,-18.16663,-18.16663,-17.9999633,18.3333551,18.3333551,18.5000218,18.5000218
8448,-17.8332966,-17.9999633,-17.9999633,-17.8332966,18.3333551,18.3333551,18.5000218,18.5000218
8449,-17.6666299,-17.8332966,-17.8332966,-17.6666299,18.3333551,18.3333551,18.5000218,18.5000218
8450,-17.4999632,-17.6666299,-17.6666299,-17.4999632,18.3333551,18.3333551,18.5000218,18.5000218
8451,-17.3332965,-17.4999632,-17.4999632,-17.3332965,18.3333551,18.3333551,18.5000218,18.5000218
8452,-17.1666298,-17.3332965,-17.3332965,-17.1666298,18.3333551,18.3333551,18.5000218,18.5000218
8453,-16.9999631,-17.1666298,-17.1666298,-16.9999631,18.3333551,18.3333551,18.5000218,18.5000218
8454,-16.8332964,-16.9999631,-16.9999631,-16.8332964,18.3333551,18.3333551,18.5000218,18.5000218
8455,-16.6666297,-16.8332964,-16.8332964,-16.6666297,18.3333551,18.3333551,18.5000218,18.5000218
8456,-16.499963,-16.6666297,-16.6666297,-16.499963,18.3333551,18.3333551,18.5000218,18.5000218
8457,-16.3332963,-16.499963,-16.499963,-16.3332963,18.3333551,18.3333551,18.5000218,18.5000218
8458,-16.1666296,-16.3332963,-16.3332963,-16.1666296,18.3333551,18.3333551,18.5000218,18.5000218
8459,-15.9999629,-16.1666296,-16.1666296,-15.9999629,18.3333551,18.3333551,18.5000218,18.5000218
8460,-15.8332962,-15.9999629,-15.9999629,-15.8332962,18.3333551,18.3333551,18.5000218,18.5000218
8461,-15.6666295,-15.8332962,-15.8332962,-15.6666295,18.3333551,18.3333551,18.5000218,18.5000218
8462,-15.4999628,-15.6666295,-15.6666295,-15.4999628,18.3333551,18.3333551,18.5000218,18.5000218
8463,-15.3332961,-15.4999628,-15.4999628,-15.3332961,18.3333551,18.3333551,18.5000218,18.5000218
8464,-15.1666294,-15.3332961,-15.3332961,-15.1666294,18.3333551,18.3333551,18.5000218,18.5000218
8465,-14.9999627,-15.1666294,-15.1666294,-14.9999627,18.3333551,18.3333551,18.5000218,18.5000218
8466,-14.833296,-14.9999627,-14.9999627,-14.833296,18.3333551,18.3333551,18.5000218,18.5000218
8467,-14.6666293,-14.833296,-14.833296,-14.6666293,18.3333551,18.3333551,18.5000218,18.5000218
8468,-14.4999626,-14.6666293,-14.6666293,-14.4999626,18.3333551,18.3333551,18.5000218,18.5000218
8469,-14.3332959,-14.4999626,-14.4999626,-14.3332959,18.3333551,18.3333551,18.5000218,18.5000218
8470,-14.1666292,-14.3332959,-14.3332959,-14.1666292,18.3333551,18.3333551,18.5000218,18.5000218
8471,-13.9999625,-14.1666292,-14.1666292,-13.9999625,18.3333551,18.3333551,18.5000218,18.5000218
8472,-13.8332958,-13.9999625,-13.9999625,-13.8332958,18.3333551,18.3333551,18.5000218,18.5000218
8473,-13.6666291,-13.8332958,-13.8332958,-13.6666291,18.3333551,18.3333551,18.5000218,18.5000218
8474,-13.4999624,-13.6666291,-13.6666291,-13.4999624,18.3333551,18.3333551,18.5000218,18.5000218
8475,-13.3332957,-13.4999624,-13.4999624,-13.3332957,18.3333551,18.3333551,18.5000218,18.5000218
8476,-13.166629,-13.3332957,-13.3332957,-13.166629,18.3333551,18.3333551,18.5000218,18.5000218
8477,-12.9999623,-13.166629,-13.166629,-12.9999623,18.3333551,18.3333551,18.5000218,18.5000218
8478,-12.8332956,-12.9999623,-12.9999623,-12.8332956,18.3333551,18.3333551,18.5000218,18.5000218
8479,-12.6666289,-12.8332956,-12.8332956,-12.6666289,18.3333551,18.3333551,18.5000218,18.5000218
8480,-12.4999622,-12.6666289,-12.6666289,-12.4999622,18.3333551,18.3333551,18.5000218,18.5000218
8481,-12.3332955,-12.4999622,-12.4999622,-12.3332955,18.3333551,18.3333551,18.5000218,18.5000218
8482,-12.1666288,-12.3332955,-12.3332955,-12.1666288,18.3333551,18.3333551,18.5000218,18.5000218
8483,-11.9999621,-12.1666288,-12.1666288,-11.9999621,18.3333551,18.3333551,18.5000218,18.5000218
8484,-11.8332954,-11.9999621,-11.9999621,-11.8332954,18.3333551,18.3333551,18.5000218,18.5000218
8485,-11.6666287,-11.8332954,-11.8332954,-11.6666287,18.3333551,18.3333551,18.5000218,18.5000218
8486,-11.499962,-11.6666287,-11.6666287,-11.499962,18.3333551,18.3333551,18.5000218,18.5000218
8487,-11.3332953,-11.499962,-11.499962,-11.3332953,18.3333551,18.3333551,18.5000218,18.5000218
8488,-11.1666286,-11.3332953,-11.3332953,-11.1666286,18.3333551,18.3333551,18.5000218,18.5000218
8489,-10.9999619,-11.1666286,-11.1666286,-10.9999619,18.3333551,18.3333551,18.5000218,18.5000218
8490,-10.8332952,-10.9999619,-10.9999619,-10.8332952,18.3333551,18.3333551,18.5000218,18.5000218
8491,-10.6666285,-10.8332952,-10.8332952,-10.6666285,18.3333551,18.3333551,18.5000218,18.5000218
8492,-10.4999618,-10.6666285,-10.6666285,-10.4999618,18.3333551,18.3333551,18.5000218,18.5000218
8493,-10.3332951,-10.4999618,-10.4999618,-10.3332951,18.3333551,18.3333551,18.5000218,18.5000218
8494,-10.1666284,-10.3332951,-10.3332951,-10.1666284,18.3333551,18.3333551,18.5000218,18.5000218
8495,-9.9999617,-10.1666284,-10.1666284,-9.9999617,18.3333551,18.3333551,18.5000218,18.5000218
8496,-9.833295,-9.9999617,-9.9999617,-9.833295,18.3333551,18.3333551,18.5000218,18.5000218
8497,-9.6666283,-9.833295,-9.833295,-9.6666283,18.3333551,18.3333551,18.5000218,18.5000218
8498,-9.4999616,-9.6666283,-9.6666283,-9.4999616,18.3333551,18.3333551,18.5000218,18.5000218
8499,-9.3332949,-9.4999616,-9.4999616,-9.3332949,18.3333551,18.3333551,18.5000218,18.5000218
8500,-9.1666282,-9.3332949,-9.3332949,-9.1666282,18.3333551,18.3333551,18.5000218,18.5000218
8501,-8.9999615,-9.1666282,-9.1666282,-8.9999615,18.3333551,18.3333551,18.5000218,18.5000218
8502,-8.8332948,-8.9999615,-8.9999615,-8.8332948,18.3333551,18.3333551,18.5000218,18.5000218
8503,-8.6666281,-8.8332948,-8.8332948,-8.6666281,18.3333551,18.3333551,18.5000218,18.5000218
8504,-8.4999614,-8.6666281,-8.6666281,-8.4999614,18.3333551,18.3333551,18.5000218,18.5000218
8505,-8.3332947,-8.4999614,-8.4999614,-8.3332947,18.3333551,18.3333551,18.5000218,18.5000218
8506,-8.166628,-8.3332947,-8.3332947,-8.166628,18.3333551,18.3333551,18.5000218,18.5000218
8507,-7.9999613,-8.166628,-8.166628,-7.9999613,18.3333551,18.3333551,18.5000218,18.5000218
8508,-7.8332946,-7.9999613,-7.9999613,-7.8332946,18.3333551,18.3333551,18.5000218,18.5000218
8509,-7.6666279,-7.8332946,-7.8332946,-7.6666279,18.3333551,18.3333551,18.5000218,18.5000218
8510,-7.4999612,-7.6666279,-7.6666279,-7.4999612,18.3333551,18.3333551,18.5000218,18.5000218
8511,-7.3332945,-7.4999612,-7.4999612,-7.3332945,18.3333551,18.3333551,18.5000218,18.5000218
8512,-7.1666278,-7.3332945,-7.3332945,-7.1666278,18.3333551,18.3333551,18.5000218,18.5000218
8513,-6.9999611,-7.1666278,-7.1666278,-6.9999611,18.3333551,18.3333551,18.5000218,18.5000218
8514,-6.8332944,-6.9999611,-6.9999611,-6.8332944,18.3333551,18.3333551,18.5000218,18.5000218
8515,-6.6666277,-6.8332944,-6.8332944,-6.6666277,18.3333551,18.3333551,18.5000218,18.5000218
8516,-6.499961,-6.6666277,-6.6666277,-6.499961,18.3333551,18.3333551,18.5000218,18.5000218
8517,-6.3332943,-6.499961,-6.499961,-6.3332943,18.3333551,18.3333551,18.5000218,18.5000218
8518,-6.1666276,-6.3332943,-6.3332943,-6.1666276,18.3333551,18.3333551,18.5000218,18.5000218
8519,-5.9999609,-6.1666276,-6.1666276,-5.9999609,18.3333551,18.3333551,18.5000218,18.5000218
8520,-5.8332942,-5.9999609,-5.9999609,-5.8332942,18.3333551,18.3333551,18.5000218,18.5000218
8521,-5.6666275,-5.8332942,-5.8332942,-5.6666275,18.3333551,18.3333551,18.5000218,18.5000218
8522,-5.4999608,-5.6666275,-5.6666275,-5.4999608,18.3333551,18.3333551,18.5000218,18.5000218
8523,-5.3332941,-5.4999608,-5.4999608,-5.3332941,18.3333551,18.3333551,18.5000218,18.5000218
8524,-5.1666274,-5.3332941,-5.3332941,-5.1666274,18.3333551,18.3333551,18.5000218,18.5000218
8525,-4.9999607,-5.1666274,-5.1666274,-4.9999607,18.3333551,18.3333551,18.5000218,18.5000218
8526,-4.833294,-4.9999607,-4.9999607,-4.833294,18.3333551,18.3333551,18.5000218,18.5000218
8527,-4.6666273,-4.833294,-4.833294,-4.6666273,18.3333551,18.3333551,18.5000218,18.5000218
8528,-4.4999606,-4.6666273,-4.6666273,-4.4999606,18.3333551,18.3333551,18.5000218,18.5000218
8529,-4.3332939,-4.4999606,-4.4999606,-4.3332939,18.3333551,18.3333551,18.5000218,18.5000218
8530,-4.1666272,-4.3332939,-4.3332939,-4.1666272,18.3333551,18.3333551,18.5000218,18.5000218
8531,-3.9999605,-4.1666272,-4.1666272,-3.9999605,18.3333551,18.3333551,18.5000218,18.5000218
8532,-3.8332938,-3.9999605,-3.9999605,-3.8332938,18.3333551,18.3333551,18.5000218,18.5000218
8533,-3.6666271,-3.8332938,-3.8332938,-3.6666271,18.3333551,18.3333551,18.5000218,18.5000218
8534,-3.4999604,-3.6666271,-3.6666271,-3.4999604,18.3333551,18.3333551,18.5000218,18.5000218
8535,-3.3332937,-3.4999604,-3.4999604,-3.3332937,18.3333551,18.3333551,18.5000218,18.5000218
8536,-3.166627,-3.3332937,-3.3332937,-3.166627,18.3333551,18.3333551,18.5000218,18.5000218
8537,-2.9999603,-3.166627,-3.166627,-2.9999603,18.3333551,18.3333551,18.5000218,18.5000218
8538,-2.8332936,-2.9999603,-2.9999603,-2.8332936,18.3333551,18.3333551,18.5000218,18.5000218
8539,-2.6666269,-2.8332936,-2.8332936,-2.6666269,18.3333551,18.3333551,18.5000218,18.5000218
8540,-2.4999602,-2.6666269,-2.6666269,-2.4999602,18.3333551,18.3333551,18.5000218,18.5000218
8541,-2.3332935,-2.4999602,-2.4999602,-2.3332935,18.3333551,18.3333551,18.5000218,18.5000218
8542,-2.1666268,-2.3332935,-2.3332935,-2.1666268,18.3333551,18.3333551,18.5000218,18.5000218
8543,-1.9999601,-2.1666268,-2.1666268,-1.9999601,18.3333551,18.3333551,18.5000218,18.5000218
8544,-1.8332934,-1.9999601,-1.9999601,-1.8332934,18.3333551,18.3333551,18.5000218,18.5000218
8545,-1.6666267,-1.8332934,-1.8332934,-1.6666267,18.3333551,18.3333551,18.5000218,18.5000218
8546,-1.49996,-1.6666267,-1.6666267,-1.49996,18.3333551,18.3333551,18.5000218,18.5000218
8547,-1.3332933,-1.49996,-1.49996,-1.3332933,18.3333551,18.3333551,18.5000218,18.5000218
8548,-1.1666266,-1.3332933,-1.3332933,-1.1666266,18.3333551,18.3333551,18.5000218,18.5000218
8549,-0.9999599,-1.1666266,-1.1666266,-0.9999599,18.3333551,18.3333551,18.5000218,18.5000218
8550,-0.8332932,-0.9999599,-0.9999599,-0.8332932,18.3333551,18.3333551,18.5000218,18.5000218
8551,-0.6666265,-0.8332932,-0.8332932,-0.6666265,18.3333551,18.3333551,18.5000218,18.5000218
8552,-0.4999598,-0.6666265,-0.6666265,-0.4999598,18.3333551,18.3333551,18.5000218,18.5000218
8553,-0.3332931,-0.4999598,-0.4999598,-0.3332931,18.3333551,18.3333551,18.5000218,18.5000218
8554,-0.1666264,-0.3332931,-0.3332931,-0.1666264,18.3333551,18.3333551,18.5000218,18.5000218
8555,4.03E-05,-0.1666264,-0.1666264,4.03E-05,18.3333551,18.3333551,18.5000218,18.5000218
8556,0.166707,4.03E-05,4.03E-05,0.166707,18.3333551,18.3333551,18.5000218,18.5000218
8557,0.3333737,0.166707,0.166707,0.3333737,18.3333551,18.3333551,18.5000218,18.5000218
8558,0.5000404,0.3333737,0.3333737,0.5000404,18.3333551,18.3333551,18.5000218,18.5000218
8559,0.6667071,0.5000404,0.5000404,0.6667071,18.3333551,18.3333551,18.5000218,18.5000218
8560,0.8333738,0.6667071,0.6667071,0.8333738,18.3333551,18.3333551,18.5000218,18.5000218
8561,1.0000405,0.8333738,0.8333738,1.0000405,18.3333551,18.3333551,18.5000218,18.5000218
8562,1.1667072,1.0000405,1.0000405,1.1667072,18.3333551,18.3333551,18.5000218,18.5000218
8563,1.3333739,1.1667072,1.1667072,1.3333739,18.3333551,18.3333551,18.5000218,18.5000218
8564,1.5000406,1.3333739,1.3333739,1.5000406,18.3333551,18.3333551,18.5000218,18.5000218
8565,1.6667073,1.5000406,1.5000406,1.6667073,18.3333551,18.3333551,18.5000218,18.5000218
8566,1.833374,1.6667073,1.6667073,1.833374,18.3333551,18.3333551,18.5000218,18.5000218
8567,2.0000407,1.833374,1.833374,2.0000407,18.3333551,18.3333551,18.5000218,18.5000218
