FID,XLL,XUL,XUR,XLR,YLL,YUL,YUR,YLR
17394,-3.166627,-3.3332937,-3.3332937,-3.166627,11.166687,11.166687,11.3333537,11.3333537
17395,-2.9999603,-3.166627,-3.166627,-2.9999603,11.166687,11.166687,11.3333537,11.3333537
17396,-2.8332936,-2.9999603,-2.9999603,-2.8332936,11.166687,11.166687,11.3333537,11.3333537
17397,-2.6666269,-2.8332936,-2.8332936,-2.6666269,11.166687,11.166687,11.3333537,11.3333537
17398,-2.4999602,-2.6666269,-2.6666269,-2.4999602,11.166687,11.166687,11.3333537,11.3333537
17399,-2.3332935,-2.4999602,-2.4999602,-2.3332935,11.166687,11.166687,11.3333537,11.3333537
17400,-2.1666268,-2.3332935,-2.3332935,-2.1666268,11.166687,11.166687,11.3333537,11.3333537
17401,-1.9999601,-2.1666268,-2.1666268,-1.9999601,11.166687,11.166687,11.3333537,11.3333537
17402,-1.8332934,-1.9999601,-1.9999601,-1.8332934,11.166687,11.166687,11.3333537,11.3333537
17403,-1.6666267,-1.8332934,-1.8332934,-1.6666267,11.166687,11.166687,11.3333537,11.3333537
17404,-1.49996,-1.6666267,-1.6666267,-1.49996,11.166687,11.166687,11.3333537,11.3333537
17405,-1.3332933,-1.49996,-1.49996,-1.3332933,11.166687,11.166687,11.3333537,11.3333537
17406,-1.1666266,-1.3332933,-1.3332933,-1.1666266,11.166687,11.166687,11.3333537,11.3333537
17407,-0.9999599,-1.1666266,-1.1666266,-0.9999599,11.166687,11.166687,11.3333537,11.3333537
17408,-0.8332932,-0.9999599,-0.9999599,-0.8332932,11.166687,11.166687,11.3333537,11.3333537
17409,-0.6666265,-0.8332932,-0.8332932,-0.6666265,11.166687,11.166687,11.3333537,11.3333537
17410,-0.4999598,-0.6666265,-0.6666265,-0.4999598,11.166687,11.166687,11.3333537,11.3333537
17411,-0.3332931,-0.4999598,-0.4999598,-0.3332931,11.166687,11.166687,11.3333537,11.3333537
17412,-0.1666264,-0.3332931,-0.3332931,-0.1666264,11.166687,11.166687,11.3333537,11.3333537
17413,4.03E-05,-0.1666264,-0.1666264,4.03E-05,11.166687,11.166687,11.3333537,11.3333537
17414,0.166707,4.03E-05,4.03E-05,0.166707,11.166687,11.166687,11.3333537,11.3333537
17415,0.3333737,0.166707,0.166707,0.3333737,11.166687,11.166687,11.3333537,11.3333537
17416,0.5000404,0.3333737,0.3333737,0.5000404,11.166687,11.166687,11.3333537,11.3333537
17417,0.6667071,0.5000404,0.5000404,0.6667071,11.166687,11.166687,11.3333537,11.3333537
17418,0.8333738,0.6667071,0.6667071,0.8333738,11.166687,11.166687,11.3333537,11.3333537
17419,1.0000405,0.8333738,0.8333738,1.0000405,11.166687,11.166687,11.3333537,11.3333537
17420,1.1667072,1.0000405,1.0000405,1.1667072,11.166687,11.166687,11.3333537,11.3333537
17421,1.3333739,1.1667072,1.1667072,1.3333739,11.166687,11.166687,11.3333537,11.3333537
17422,1.5000406,1.3333739,1.3333739,1.5000406,11.166687,11.166687,11.3333537,11.3333537
17423,1.6667073,1.5000406,1.5000406,1.6667073,11.166687,11.166687,11.3333537,11.3333537
17424,1.833374,1.6667073,1.6667073,1.833374,11.166687,11.166687,11.3333537,11.3333537
17425,2.0000407,1.833374,1.833374,2.0000407,11.166687,11.166687,11.3333537,11.3333537
17426,2.1667074,2.0000407,2.0000407,2.1667074,11.166687,11.166687,11.3333537,11.3333537
17427,2.3333741,2.1667074,2.1667074,2.3333741,11.166687,11.166687,11.3333537,11.3333537
17428,2.5000408,2.3333741,2.3333741,2.5000408,11.166687,11.166687,11.3333537,11.3333537
17429,2.6667075,2.5000408,2.5000408,2.6667075,11.166687,11.166687,11.3333537,11.3333537
17430,2.8333742,2.6667075,2.6667075,2.8333742,11.166687,11.166687,11.3333537,11.3333537
17431,3.0000409,2.8333742,2.8333742,3.0000409,11.166687,11.166687,11.3333537,11.3333537
17432,3.1667076,3.0000409,3.0000409,3.1667076,11.166687,11.166687,11.3333537,11.3333537
17433,3.3333743,3.1667076,3.1667076,3.3333743,11.166687,11.166687,11.3333537,11.3333537
17434,3.500041,3.3333743,3.3333743,3.500041,11.166687,11.166687,11.3333537,11.3333537
17435,3.6667077,3.500041,3.500041,3.6667077,11.166687,11.166687,11.3333537,11.3333537
17436,3.8333744,3.6667077,3.6667077,3.8333744,11.166687,11.166687,11.3333537,11.3333537
17437,4.0000411,3.8333744,3.8333744,4.0000411,11.166687,11.166687,11.3333537,11.3333537
17438,4.1667078,4.0000411,4.0000411,4.1667078,11.166687,11.166687,11.3333537,11.3333537
17439,4.3333745,4.1667078,4.1667078,4.3333745,11.166687,11.166687,11.3333537,11.3333537
17440,4.5000412,4.3333745,4.3333745,4.5000412,11.166687,11.166687,11.3333537,11.3333537
17441,4.6667079,4.5000412,4.5000412,4.6667079,11.166687,11.166687,11.3333537,11.3333537
17442,4.8333746,4.6667079,4.6667079,4.8333746,11.166687,11.166687,11.3333537,11.3333537
17443,5.0000413,4.8333746,4.8333746,5.0000413,11.166687,11.166687,11.3333537,11.3333537
17444,5.166708,5.0000413,5.0000413,5.166708,11.166687,11.166687,11.3333537,11.3333537
17445,5.3333747,5.166708,5.166708,5.3333747,11.166687,11.166687,11.3333537,11.3333537
17446,5.5000414,5.3333747,5.3333747,5.5000414,11.166687,11.166687,11.3333537,11.3333537
17447,5.6667081,5.5000414,5.5000414,5.6667081,11.166687,11.166687,11.3333537,11.3333537
17448,5.8333748,5.6667081,5.6667081,5.8333748,11.166687,11.166687,11.3333537,11.3333537
17449,6.0000415,5.8333748,5.8333748,6.0000415,11.166687,11.166687,11.3333537,11.3333537
17450,6.1667082,6.0000415,6.0000415,6.1667082,11.166687,11.166687,11.3333537,11.3333537
17451,6.3333749,6.1667082,6.1667082,6.3333749,11.166687,11.166687,11.3333537,11.3333537
17452,6.5000416,6.3333749,6.3333749,6.5000416,11.166687,11.166687,11.3333537,11.3333537
17453,6.6667083,6.5000416,6.5000416,6.6667083,11.166687,11.166687,11.3333537,11.3333537
17454,6.833375,6.6667083,6.6667083,6.833375,11.166687,11.166687,11.3333537,11.3333537
17455,7.0000417,6.833375,6.833375,7.0000417,11.166687,11.166687,11.3333537,11.3333537
17456,7.1667084,7.0000417,7.0000417,7.1667084,11.166687,11.166687,11.3333537,11.3333537
17457,7.3333751,7.1667084,7.1667084,7.3333751,11.166687,11.166687,11.3333537,11.3333537
17458,7.5000418,7.3333751,7.3333751,7.5000418,11.166687,11.166687,11.3333537,11.3333537
17459,7.6667085,7.5000418,7.5000418,7.6667085,11.166687,11.166687,11.3333537,11.3333537
17460,7.8333752,7.6667085,7.6667085,7.8333752,11.166687,11.166687,11.3333537,11.3333537
17461,8.0000419,7.8333752,7.8333752,8.0000419,11.166687,11.166687,11.3333537,11.3333537
17462,8.1667086,8.0000419,8.0000419,8.1667086,11.166687,11.166687,11.3333537,11.3333537
17463,8.3333753,8.1667086,8.1667086,8.3333753,11.166687,11.166687,11.3333537,11.3333537
17464,8.500042,8.3333753,8.3333753,8.500042,11.166687,11.166687,11.3333537,11.3333537
17465,8.6667087,8.500042,8.500042,8.6667087,11.166687,11.166687,11.3333537,11.3333537
17466,8.8333754,8.6667087,8.6667087,8.8333754,11.166687,11.166687,11.3333537,11.3333537
17467,9.0000421,8.8333754,8.8333754,9.0000421,11.166687,11.166687,11.3333537,11.3333537
17468,9.1667088,9.0000421,9.0000421,9.1667088,11.166687,11.166687,11.3333537,11.3333537
17469,9.3333755,9.1667088,9.1667088,9.3333755,11.166687,11.166687,11.3333537,11.3333537
17470,9.5000422,9.3333755,9.3333755,9.5000422,11.166687,11.166687,11.3333537,11.3333537
17471,9.6667089,9.5000422,9.5000422,9.6667089,11.166687,11.166687,11.3333537,11.3333537
17472,9.8333756,9.6667089,9.6667089,9.8333756,11.166687,11.166687,11.3333537,11.3333537
17473,10.0000423,9.8333756,9.8333756,10.0000423,11.166687,11.166687,11.3333537,11.3333537
17474,10.166709,10.0000423,10.0000423,10.166709,11.166687,11.166687,11.3333537,11.3333537
17475,10.3333757,10.166709,10.166709,10.3333757,11.166687,11.166687,11.3333537,11.3333537
17476,10.5000424,10.3333757,10.3333757,10.5000424,11.166687,11.166687,11.3333537,11.3333537
17477,10.6667091,10.5000424,10.5000424,10.6667091,11.166687,11.166687,11.3333537,11.3333537
17478,10.8333758,10.6667091,10.6667091,10.8333758,11.166687,11.166687,11.3333537,11.3333537
17479,11.0000425,10.8333758,10.8333758,11.0000425,11.166687,11.166687,11.3333537,11.3333537
17480,11.1667092,11.0000425,11.0000425,11.1667092,11.166687,11.166687,11.3333537,11.3333537
17481,11.3333759,11.1667092,11.1667092,11.3333759,11.166687,11.166687,11.3333537,11.3333537
17482,11.5000426,11.3333759,11.3333759,11.5000426,11.166687,11.166687,11.3333537,11.3333537
17483,11.6667093,11.5000426,11.5000426,11.6667093,11.166687,11.166687,11.3333537,11.3333537
17484,11.833376,11.6667093,11.6667093,11.833376,11.166687,11.166687,11.3333537,11.3333537
17485,12.0000427,11.833376,11.833376,12.0000427,11.166687,11.166687,11.3333537,11.3333537
17486,12.1667094,12.0000427,12.0000427,12.1667094,11.166687,11.166687,11.3333537,11.3333537
17487,12.3333761,12.1667094,12.1667094,12.3333761,11.166687,11.166687,11.3333537,11.3333537
17488,12.5000428,12.3333761,12.3333761,12.5000428,11.166687,11.166687,11.3333537,11.3333537
17489,12.6667095,12.5000428,12.5000428,12.6667095,11.166687,11.166687,11.3333537,11.3333537
17490,12.8333762,12.6667095,12.6667095,12.8333762,11.166687,11.166687,11.3333537,11.3333537
17491,13.0000429,12.8333762,12.8333762,13.0000429,11.166687,11.166687,11.3333537,11.3333537
17492,13.1667096,13.0000429,13.0000429,13.1667096,11.166687,11.166687,11.3333537,11.3333537
17493,13.3333763,13.1667096,13.1667096,13.3333763,11.166687,11.166687,11.3333537,11.3333537
17494,13.500043,13.3333763,13.3333763,13.500043,11.166687,11.166687,11.3333537,11.3333537
17495,13.6667097,13.500043,13.500043,13.6667097,11.166687,11.166687,11.3333537,11.3333537
17496,13.8333764,13.6667097,13.6667097,13.8333764,11.166687,11.166687,11.3333537,11.3333537
17497,14.0000431,13.8333764,13.8333764,14.0000431,11.166687,11.166687,11.3333537,11.3333537
17498,14.1667098,14.0000431,14.0000431,14.1667098,11.166687,11.166687,11.3333537,11.3333537
17499,14.3333765,14.1667098,14.1667098,14.3333765,11.166687,11.166687,11.3333537,11.3333537
17500,14.5000432,14.3333765,14.3333765,14.5000432,11.166687,11.166687,11.3333537,11.3333537
17501,14.6667099,14.5000432,14.5000432,14.6667099,11.166687,11.166687,11.3333537,11.3333537
17502,14.8333766,14.6667099,14.6667099,14.8333766,11.166687,11.166687,11.3333537,11.3333537
17503,15.0000433,14.8333766,14.8333766,15.0000433,11.166687,11.166687,11.3333537,11.3333537
17504,15.16671,15.0000433,15.0000433,15.16671,11.166687,11.166687,11.3333537,11.3333537
17505,15.3333767,15.16671,15.16671,15.3333767,11.166687,11.166687,11.3333537,11.3333537
17506,15.5000434,15.3333767,15.3333767,15.5000434,11.166687,11.166687,11.3333537,11.3333537
17507,15.6667101,15.5000434,15.5000434,15.6667101,11.166687,11.166687,11.3333537,11.3333537
17508,15.8333768,15.6667101,15.6667101,15.8333768,11.166687,11.166687,11.3333537,11.3333537
17509,16.0000435,15.8333768,15.8333768,16.0000435,11.166687,11.166687,11.3333537,11.3333537
17510,16.1667102,16.0000435,16.0000435,16.1667102,11.166687,11.166687,11.3333537,11.3333537
17511,-17.9999633,-18.16663,-18.16663,-17.9999633,11.0000203,11.0000203,11.166687,11.166687
17512,-17.8332966,-17.9999633,-17.9999633,-17.8332966,11.0000203,11.0000203,11.166687,11.166687
17513,-17.6666299,-17.8332966,-17.8332966,-17.6666299,11.0000203,11.0000203,11.166687,11.166687
17514,-17.4999632,-17.6666299,-17.6666299,-17.4999632,11.0000203,11.0000203,11.166687,11.166687
17515,-17.3332965,-17.4999632,-17.4999632,-17.3332965,11.0000203,11.0000203,11.166687,11.166687
17516,-17.1666298,-17.3332965,-17.3332965,-17.1666298,11.0000203,11.0000203,11.166687,11.166687
17517,-16.9999631,-17.1666298,-17.1666298,-16.9999631,11.0000203,11.0000203,11.166687,11.166687
17518,-16.8332964,-16.9999631,-16.9999631,-16.8332964,11.0000203,11.0000203,11.166687,11.166687
17519,-16.6666297,-16.8332964,-16.8332964,-16.6666297,11.0000203,11.0000203,11.166687,11.166687
17520,-16.499963,-16.6666297,-16.6666297,-16.499963,11.0000203,11.0000203,11.166687,11.166687
17521,-16.3332963,-16.499963,-16.499963,-16.3332963,11.0000203,11.0000203,11.166687,11.166687
17522,-16.1666296,-16.3332963,-16.3332963,-16.1666296,11.0000203,11.0000203,11.166687,11.166687
17523,-15.9999629,-16.1666296,-16.1666296,-15.9999629,11.0000203,11.0000203,11.166687,11.166687
17524,-15.8332962,-15.9999629,-15.9999629,-15.8332962,11.0000203,11.0000203,11.166687,11.166687
17525,-15.6666295,-15.8332962,-15.8332962,-15.6666295,11.0000203,11.0000203,11.166687,11.166687
17526,-15.4999628,-15.6666295,-15.6666295,-15.4999628,11.0000203,11.0000203,11.166687,11.166687
17527,-15.3332961,-15.4999628,-15.4999628,-15.3332961,11.0000203,11.0000203,11.166687,11.166687
17528,-15.1666294,-15.3332961,-15.3332961,-15.1666294,11.0000203,11.0000203,11.166687,11.166687
17529,-14.9999627,-15.1666294,-15.1666294,-14.9999627,11.0000203,11.0000203,11.166687,11.166687
17530,-14.833296,-14.9999627,-14.9999627,-14.833296,11.0000203,11.0000203,11.166687,11.166687
17531,-14.6666293,-14.833296,-14.833296,-14.6666293,11.0000203,11.0000203,11.166687,11.166687
17532,-14.4999626,-14.6666293,-14.6666293,-14.4999626,11.0000203,11.0000203,11.166687,11.166687
17533,-14.3332959,-14.4999626,-14.4999626,-14.3332959,11.0000203,11.0000203,11.166687,11.166687
17534,-14.1666292,-14.3332959,-14.3332959,-14.1666292,11.0000203,11.0000203,11.166687,11.166687
17535,-13.9999625,-14.1666292,-14.1666292,-13.9999625,11.0000203,11.0000203,11.166687,11.166687
17536,-13.8332958,-13.9999625,-13.9999625,-13.8332958,11.0000203,11.0000203,11.166687,11.166687
17537,-13.6666291,-13.8332958,-13.8332958,-13.6666291,11.0000203,11.0000203,11.166687,11.166687
17538,-13.4999624,-13.6666291,-13.6666291,-13.4999624,11.0000203,11.0000203,11.166687,11.166687
17539,-13.3332957,-13.4999624,-13.4999624,-13.3332957,11.0000203,11.0000203,11.166687,11.166687
17540,-13.166629,-13.3332957,-13.3332957,-13.166629,11.0000203,11.0000203,11.166687,11.166687
17541,-12.9999623,-13.166629,-13.166629,-12.9999623,11.0000203,11.0000203,11.166687,11.166687
17542,-12.8332956,-12.9999623,-12.9999623,-12.8332956,11.0000203,11.0000203,11.166687,11.166687
17543,-12.6666289,-12.8332956,-12.8332956,-12.6666289,11.0000203,11.0000203,11.166687,11.166687
17544,-12.4999622,-12.6666289,-12.6666289,-12.4999622,11.0000203,11.0000203,11.166687,11.166687
17545,-12.3332955,-12.4999622,-12.4999622,-12.3332955,11.0000203,11.0000203,11.166687,11.166687
17546,-12.1666288,-12.3332955,-12.3332955,-12.1666288,11.0000203,11.0000203,11.166687,11.166687
17547,-11.9999621,-12.1666288,-12.1666288,-11.9999621,11.0000203,11.0000203,11.166687,11.166687
17548,-11.8332954,-11.9999621,-11.9999621,-11.8332954,11.0000203,11.0000203,11.166687,11.166687
17549,-11.6666287,-11.8332954,-11.8332954,-11.6666287,11.0000203,11.0000203,11.166687,11.166687
17550,-11.499962,-11.6666287,-11.6666287,-11.499962,11.0000203,11.0000203,11.166687,11.166687
17551,-11.3332953,-11.499962,-11.499962,-11.3332953,11.0000203,11.0000203,11.166687,11.166687
17552,-11.1666286,-11.3332953,-11.3332953,-11.1666286,11.0000203,11.0000203,11.166687,11.166687
17553,-10.9999619,-11.1666286,-11.1666286,-10.9999619,11.0000203,11.0000203,11.166687,11.166687
17554,-10.8332952,-10.9999619,-10.9999619,-10.8332952,11.0000203,11.0000203,11.166687,11.166687
17555,-10.6666285,-10.8332952,-10.8332952,-10.6666285,11.0000203,11.0000203,11.166687,11.166687
17556,-10.4999618,-10.6666285,-10.6666285,-10.4999618,11.0000203,11.0000203,11.166687,11.166687
17557,-10.3332951,-10.4999618,-10.4999618,-10.3332951,11.0000203,11.0000203,11.166687,11.166687
17558,-10.1666284,-10.3332951,-10.3332951,-10.1666284,11.0000203,11.0000203,11.166687,11.166687
17559,-9.9999617,-10.1666284,-10.1666284,-9.9999617,11.0000203,11.0000203,11.166687,11.166687
17560,-9.833295,-9.9999617,-9.9999617,-9.833295,11.0000203,11.0000203,11.166687,11.166687
17561,-9.6666283,-9.833295,-9.833295,-9.6666283,11.0000203,11.0000203,11.166687,11.166687
17562,-9.4999616,-9.6666283,-9.6666283,-9.4999616,11.0000203,11.0000203,11.166687,11.166687
17563,-9.3332949,-9.4999616,-9.4999616,-9.3332949,11.0000203,11.0000203,11.166687,11.166687
17564,-9.1666282,-9.3332949,-9.3332949,-9.1666282,11.0000203,11.0000203,11.166687,11.166687
17565,-8.9999615,-9.1666282,-9.1666282,-8.9999615,11.0000203,11.0000203,11.166687,11.166687
17566,-8.8332948,-8.9999615,-8.9999615,-8.8332948,11.0000203,11.0000203,11.166687,11.166687
17567,-8.6666281,-8.8332948,-8.8332948,-8.6666281,11.0000203,11.0000203,11.166687,11.166687
17568,-8.4999614,-8.6666281,-8.6666281,-8.4999614,11.0000203,11.0000203,11.166687,11.166687
17569,-8.3332947,-8.4999614,-8.4999614,-8.3332947,11.0000203,11.0000203,11.166687,11.166687
17570,-8.166628,-8.3332947,-8.3332947,-8.166628,11.0000203,11.0000203,11.166687,11.166687
17571,-7.9999613,-8.166628,-8.166628,-7.9999613,11.0000203,11.0000203,11.166687,11.166687
17572,-7.8332946,-7.9999613,-7.9999613,-7.8332946,11.0000203,11.0000203,11.166687,11.166687
17573,-7.6666279,-7.8332946,-7.8332946,-7.6666279,11.0000203,11.0000203,11.166687,11.166687
17574,-7.4999612,-7.6666279,-7.6666279,-7.4999612,11.0000203,11.0000203,11.166687,11.166687
17575,-7.3332945,-7.4999612,-7.4999612,-7.3332945,11.0000203,11.0000203,11.166687,11.166687
17576,-7.1666278,-7.3332945,-7.3332945,-7.1666278,11.0000203,11.0000203,11.166687,11.166687
17577,-6.9999611,-7.1666278,-7.1666278,-6.9999611,11.0000203,11.0000203,11.166687,11.166687
17578,-6.8332944,-6.9999611,-6.9999611,-6.8332944,11.0000203,11.0000203,11.166687,11.166687
17579,-6.6666277,-6.8332944,-6.8332944,-6.6666277,11.0000203,11.0000203,11.166687,11.166687
17580,-6.499961,-6.6666277,-6.6666277,-6.499961,11.0000203,11.0000203,11.166687,11.166687
17581,-6.3332943,-6.499961,-6.499961,-6.3332943,11.0000203,11.0000203,11.166687,11.166687
17582,-6.1666276,-6.3332943,-6.3332943,-6.1666276,11.0000203,11.0000203,11.166687,11.166687
17583,-5.9999609,-6.1666276,-6.1666276,-5.9999609,11.0000203,11.0000203,11.166687,11.166687
17584,-5.8332942,-5.9999609,-5.9999609,-5.8332942,11.0000203,11.0000203,11.166687,11.166687
17585,-5.6666275,-5.8332942,-5.8332942,-5.6666275,11.0000203,11.0000203,11.166687,11.166687
17586,-5.4999608,-5.6666275,-5.6666275,-5.4999608,11.0000203,11.0000203,11.166687,11.166687
17587,-5.3332941,-5.4999608,-5.4999608,-5.3332941,11.0000203,11.0000203,11.166687,11.166687
17588,-5.1666274,-5.3332941,-5.3332941,-5.1666274,11.0000203,11.0000203,11.166687,11.166687
17589,-4.9999607,-5.1666274,-5.1666274,-4.9999607,11.0000203,11.0000203,11.166687,11.166687
17590,-4.833294,-4.9999607,-4.9999607,-4.833294,11.0000203,11.0000203,11.166687,11.166687
17591,-4.6666273,-4.833294,-4.833294,-4.6666273,11.0000203,11.0000203,11.166687,11.166687
17592,-4.4999606,-4.6666273,-4.6666273,-4.4999606,11.0000203,11.0000203,11.166687,11.166687
17593,-4.3332939,-4.4999606,-4.4999606,-4.3332939,11.0000203,11.0000203,11.166687,11.166687
17594,-4.1666272,-4.3332939,-4.3332939,-4.1666272,11.0000203,11.0000203,11.166687,11.166687
17595,-3.9999605,-4.1666272,-4.1666272,-3.9999605,11.0000203,11.0000203,11.166687,11.166687
17596,-3.8332938,-3.9999605,-3.9999605,-3.8332938,11.0000203,11.0000203,11.166687,11.166687
17597,-3.6666271,-3.8332938,-3.8332938,-3.6666271,11.0000203,11.0000203,11.166687,11.166687
17598,-3.4999604,-3.6666271,-3.6666271,-3.4999604,11.0000203,11.0000203,11.166687,11.166687
17599,-3.3332937,-3.4999604,-3.4999604,-3.3332937,11.0000203,11.0000203,11.166687,11.166687
17600,-3.166627,-3.3332937,-3.3332937,-3.166627,11.0000203,11.0000203,11.166687,11.166687
17601,-2.9999603,-3.166627,-3.166627,-2.9999603,11.0000203,11.0000203,11.166687,11.166687
17602,-2.8332936,-2.9999603,-2.9999603,-2.8332936,11.0000203,11.0000203,11.166687,11.166687
17603,-2.6666269,-2.8332936,-2.8332936,-2.6666269,11.0000203,11.0000203,11.166687,11.166687
17604,-2.4999602,-2.6666269,-2.6666269,-2.4999602,11.0000203,11.0000203,11.166687,11.166687
17605,-2.3332935,-2.4999602,-2.4999602,-2.3332935,11.0000203,11.0000203,11.166687,11.166687
17606,-2.1666268,-2.3332935,-2.3332935,-2.1666268,11.0000203,11.0000203,11.166687,11.166687
17607,-1.9999601,-2.1666268,-2.1666268,-1.9999601,11.0000203,11.0000203,11.166687,11.166687
17608,-1.8332934,-1.9999601,-1.9999601,-1.8332934,11.0000203,11.0000203,11.166687,11.166687
17609,-1.6666267,-1.8332934,-1.8332934,-1.6666267,11.0000203,11.0000203,11.166687,11.166687
17610,-1.49996,-1.6666267,-1.6666267,-1.49996,11.0000203,11.0000203,11.166687,11.166687
17611,-1.3332933,-1.49996,-1.49996,-1.3332933,11.0000203,11.0000203,11.166687,11.166687
17612,-1.1666266,-1.3332933,-1.3332933,-1.1666266,11.0000203,11.0000203,11.166687,11.166687
17613,-0.9999599,-1.1666266,-1.1666266,-0.9999599,11.0000203,11.0000203,11.166687,11.166687
17614,-0.8332932,-0.9999599,-0.9999599,-0.8332932,11.0000203,11.0000203,11.166687,11.166687
17615,-0.6666265,-0.8332932,-0.8332932,-0.6666265,11.0000203,11.0000203,11.166687,11.166687
17616,-0.4999598,-0.6666265,-0.6666265,-0.4999598,11.0000203,11.0000203,11.166687,11.166687
17617,-0.3332931,-0.4999598,-0.4999598,-0.3332931,11.0000203,11.0000203,11.166687,11.166687
17618,-0.1666264,-0.3332931,-0.3332931,-0.1666264,11.0000203,11.0000203,11.166687,11.166687
17619,4.03E-05,-0.1666264,-0.1666264,4.03E-05,11.0000203,11.0000203,11.166687,11.166687
17620,0.166707,4.03E-05,4.03E-05,0.166707,11.0000203,11.0000203,11.166687,11.166687
17621,0.3333737,0.166707,0.166707,0.3333737,11.0000203,11.0000203,11.166687,11.166687
17622,0.5000404,0.3333737,0.3333737,0.5000404,11.0000203,11.0000203,11.166687,11.166687
17623,0.6667071,0.5000404,0.5000404,0.6667071,11.0000203,11.0000203,11.166687,11.166687
17624,0.8333738,0.6667071,0.6667071,0.8333738,11.0000203,11.0000203,11.166687,11.166687
17625,1.0000405,0.8333738,0.8333738,1.0000405,11.0000203,11.0000203,11.166687,11.166687
17626,1.1667072,1.0000405,1.0000405,1.1667072,11.0000203,11.0000203,11.166687,11.166687
17627,1.3333739,1.1667072,1.1667072,1.3333739,11.0000203,11.0000203,11.166687,11.166687
17628,1.5000406,1.3333739,1.3333739,1.5000406,11.0000203,11.0000203,11.166687,11.166687
17629,1.6667073,1.5000406,1.5000406,1.6667073,11.0000203,11.0000203,11.166687,11.166687
17630,1.833374,1.6667073,1.6667073,1.833374,11.0000203,11.0000203,11.166687,11.166687
17631,2.0000407,1.833374,1.833374,2.0000407,11.0000203,11.0000203,11.166687,11.166687
17632,2.1667074,2.0000407,2.0000407,2.1667074,11.0000203,11.0000203,11.166687,11.166687
17633,2.3333741,2.1667074,2.1667074,2.3333741,11.0000203,11.0000203,11.166687,11.166687
17634,2.5000408,2.3333741,2.3333741,2.5000408,11.0000203,11.0000203,11.166687,11.166687
17635,2.6667075,2.5000408,2.5000408,2.6667075,11.0000203,11.0000203,11.166687,11.166687
17636,2.8333742,2.6667075,2.6667075,2.8333742,11.0000203,11.0000203,11.166687,11.166687
17637,3.0000409,2.8333742,2.8333742,3.0000409,11.0000203,11.0000203,11.166687,11.166687
17638,3.1667076,3.0000409,3.0000409,3.1667076,11.0000203,11.0000203,11.166687,11.166687
17639,3.3333743,3.1667076,3.1667076,3.3333743,11.0000203,11.0000203,11.166687,11.166687
17640,3.500041,3.3333743,3.3333743,3.500041,11.0000203,11.0000203,11.166687,11.166687
17641,3.6667077,3.500041,3.500041,3.6667077,11.0000203,11.0000203,11.166687,11.166687
17642,3.8333744,3.6667077,3.6667077,3.8333744,11.0000203,11.0000203,11.166687,11.166687
17643,4.0000411,3.8333744,3.8333744,4.0000411,11.0000203,11.0000203,11.166687,11.166687
17644,4.1667078,4.0000411,4.0000411,4.1667078,11.0000203,11.0000203,11.166687,11.166687
17645,4.3333745,4.1667078,4.1667078,4.3333745,11.0000203,11.0000203,11.166687,11.166687
17646,4.5000412,4.3333745,4.3333745,4.5000412,11.0000203,11.0000203,11.166687,11.166687
17647,4.6667079,4.5000412,4.5000412,4.6667079,11.0000203,11.0000203,11.166687,11.166687
17648,4.8333746,4.6667079,4.6667079,4.8333746,11.0000203,11.0000203,11.166687,11.166687
17649,5.0000413,4.8333746,4.8333746,5.0000413,11.0000203,11.0000203,11.166687,11.166687
17650,5.166708,5.0000413,5.0000413,5.166708,11.0000203,11.0000203,11.166687,11.166687
17651,5.3333747,5.166708,5.166708,5.3333747,11.0000203,11.0000203,11.166687,11.166687
17652,5.5000414,5.3333747,5.3333747,5.5000414,11.0000203,11.0000203,11.166687,11.166687
17653,5.6667081,5.5000414,5.5000414,5.6667081,11.0000203,11.0000203,11.166687,11.166687
17654,5.8333748,5.6667081,5.6667081,5.8333748,11.0000203,11.0000203,11.166687,11.166687
17655,6.0000415,5.8333748,5.8333748,6.0000415,11.0000203,11.0000203,11.166687,11.166687
17656,6.1667082,6.0000415,6.0000415,6.1667082,11.0000203,11.0000203,11.166687,11.166687
17657,6.3333749,6.1667082,6.1667082,6.3333749,11.0000203,11.0000203,11.166687,11.166687
17658,6.5000416,6.3333749,6.3333749,6.5000416,11.0000203,11.0000203,11.166687,11.166687
17659,6.6667083,6.5000416,6.5000416,6.6667083,11.0000203,11.0000203,11.166687,11.166687
17660,6.833375,6.6667083,6.6667083,6.833375,11.0000203,11.0000203,11.166687,11.166687
17661,7.0000417,6.833375,6.833375,7.0000417,11.0000203,11.0000203,11.166687,11.166687
17662,7.1667084,7.0000417,7.0000417,7.1667084,11.0000203,11.0000203,11.166687,11.166687
17663,7.3333751,7.1667084,7.1667084,7.3333751,11.0000203,11.0000203,11.166687,11.166687
17664,7.5000418,7.3333751,7.3333751,7.5000418,11.0000203,11.0000203,11.166687,11.166687
17665,7.6667085,7.5000418,7.5000418,7.6667085,11.0000203,11.0000203,11.166687,11.166687
17666,7.8333752,7.6667085,7.6667085,7.8333752,11.0000203,11.0000203,11.166687,11.166687
17667,8.0000419,7.8333752,7.8333752,8.0000419,11.0000203,11.0000203,11.166687,11.166687
17668,8.1667086,8.0000419,8.0000419,8.1667086,11.0000203,11.0000203,11.166687,11.166687
17669,8.3333753,8.1667086,8.1667086,8.3333753,11.0000203,11.0000203,11.166687,11.166687
