"FID","Crop","Pst","Pen","Hst","Hen"
"7709","Sorghum","5.03","7","10.03","12"
"7709","Maize","5.48","7.48","9.03","11"
"7709","Yam","1.03","4","7.03","11.5"
"7709","Cassava","4.5","6","12.48","4"
"7709","Cowpea","3.48","6","9.03","10.48"
"7709","Onion","11.03","1","2.5","4.5"
"7709","Okra","4.5","7","6.03","10"
"7709","Eggplant","4.5","7","6.5","12"
"7709","Carrot","4.5","7","7.48","10"
"7709","Cabbage","4.5","7","7.03","9.5"
"7709","Soy","7.48","8.48","11.5","12.48"
"7710","Sorghum","5.03","7","10.03","12"
"7710","Maize","5.48","7.48","9.03","11"
"7710","Yam","1.03","4","7.03","11.5"
"7710","Cassava","4.5","6","12.48","4"
"7710","Cowpea","3.48","6","9.03","10.48"
"7710","Onion","11.03","1","2.5","4.5"
"7710","Okra","4.5","7","6.03","10"
"7710","Eggplant","4.5","7","6.5","12"
"7710","Carrot","4.5","7","7.48","10"
"7710","Cabbage","4.5","7","7.03","9.5"
"7710","Soy","7.48","8.48","11.5","12.48"
"7711","Sorghum","5.03","7","10.03","12"
"7711","Maize","5.48","7.48","9.03","11"
"7711","Yam","1.03","4","7.03","11.5"
"7711","Cassava","4.5","6","12.48","4"
"7711","Cowpea","3.48","6","9.03","10.48"
"7711","Onion","11.03","1","2.5","4.5"
"7711","Okra","4.5","7","6.03","10"
"7711","Eggplant","4.5","7","6.5","12"
"7711","Carrot","4.5","7","7.48","10"
"7711","Cabbage","4.5","7","7.03","9.5"
"7711","Soy","7.48","8.48","11.5","12.48"
"7712","Sorghum","5.03","7","10.03","12"
"7712","Maize","5.48","7.48","9.03","11"
"7712","Yam","1.03","4","7.03","11.5"
"7712","Cassava","4.5","6","12.48","4"
"7712","Cowpea","3.48","6","9.03","10.48"
"7712","Onion","11.03","1","2.5","4.5"
"7712","Okra","4.5","7","6.03","10"
"7712","Eggplant","4.5","7","6.5","12"
"7712","Carrot","4.5","7","7.48","10"
"7712","Cabbage","4.5","7","7.03","9.5"
"7712","Soy","7.48","8.48","11.5","12.48"
"7713","Sorghum","5.03","7","10.03","12"
"7713","Maize","5.48","7.48","9.03","11"
"7713","Yam","1.03","4","7.03","11.5"
"7713","Cassava","4.5","6","12.48","4"
"7713","Cowpea","3.48","6","9.03","10.48"
"7713","Onion","11.03","1","2.5","4.5"
"7713","Okra","4.5","7","6.03","10"
"7713","Eggplant","4.5","7","6.5","12"
"7713","Carrot","4.5","7","7.48","10"
"7713","Cabbage","4.5","7","7.03","9.5"
"7713","Soy","7.48","8.48","11.5","12.48"
"7714","Sorghum","5.03","7","10.03","12"
"7714","Maize","5.48","7.48","9.03","11"
"7714","Yam","1.03","4","7.03","11.5"
"7714","Cassava","4.5","6","12.48","4"
"7714","Cowpea","3.48","6","9.03","10.48"
"7714","Onion","11.03","1","2.5","4.5"
"7714","Okra","4.5","7","6.03","10"
"7714","Eggplant","4.5","7","6.5","12"
"7714","Carrot","4.5","7","7.48","10"
"7714","Cabbage","4.5","7","7.03","9.5"
"7714","Soy","7.48","8.48","11.5","12.48"
"7715","Sorghum","7.32","8","11.33","12.65"
"7715","Maize","5.65","6.67","9.33","10"
"7715","Yam","12.32","3.32","7.32","12.32"
"7715","Cassava","6.67","7.65","11.33","1.32"
"7715","Bambara Nut","5.03","6.67","9.33","10.65"
"7715","Cowpea","4.67","7.32","10.32","11.67"
"7715","Onion","8.32","11.33","10","10"
"7715","Soy","6.03","7.65","10.03","11.67"
"7716","Sorghum","7.32","8","11.33","12.65"
"7716","Maize","5.65","6.67","9.33","10"
"7716","Yam","12.32","3.32","7.32","12.32"
"7716","Cassava","6.67","7.65","11.33","1.32"
"7716","Bambara Nut","5.03","6.67","9.33","10.65"
"7716","Cowpea","4.67","7.32","10.32","11.67"
"7716","Onion","8.32","11.33","10","10"
"7716","Soy","6.03","7.65","10.03","11.67"
"7717","Sorghum","7.32","8","11.33","12.65"
"7717","Maize","5.65","6.67","9.33","10"
"7717","Yam","12.32","3.32","7.32","12.32"
"7717","Cassava","6.67","7.65","11.33","1.32"
"7717","Bambara Nut","5.03","6.67","9.33","10.65"
"7717","Cowpea","4.67","7.32","10.32","11.67"
"7717","Onion","8.32","11.33","10","10"
"7717","Soy","6.03","7.65","10.03","11.67"
"7718","Sorghum","7.32","8","11.33","12.65"
"7718","Maize","5.65","6.67","9.33","10"
"7718","Yam","12.32","3.32","7.32","12.32"
"7718","Cassava","6.67","7.65","11.33","1.32"
"7718","Bambara Nut","5.03","6.67","9.33","10.65"
"7718","Cowpea","4.67","7.32","10.32","11.67"
"7718","Onion","8.32","11.33","10","10"
"7718","Soy","6.03","7.65","10.03","11.67"
"7719","Sorghum","7.32","8","11.33","12.65"
"7719","Maize","5.65","6.67","9.33","10"
"7719","Yam","12.32","3.32","7.32","12.32"
"7719","Cassava","6.67","7.65","11.33","1.32"
"7719","Bambara Nut","5.03","6.67","9.33","10.65"
"7719","Cowpea","4.67","7.32","10.32","11.67"
"7719","Onion","8.32","11.33","10","10"
"7719","Soy","6.03","7.65","10.03","11.67"
"7720","Sorghum","7.32","8","11.33","12.65"
"7720","Maize","5.65","6.67","9.33","10"
"7720","Yam","12.32","3.32","7.32","12.32"
"7720","Cassava","6.67","7.65","11.33","1.32"
"7720","Bambara Nut","5.03","6.67","9.33","10.65"
"7720","Cowpea","4.67","7.32","10.32","11.67"
"7720","Onion","8.32","11.33","10","10"
"7720","Soy","6.03","7.65","10.03","11.67"
"7721","Sorghum","7.32","8","11.33","12.65"
"7721","Maize","5.65","6.67","9.33","10"
"7721","Yam","12.32","3.32","7.32","12.32"
"7721","Cassava","6.67","7.65","11.33","1.32"
"7721","Bambara Nut","5.03","6.67","9.33","10.65"
"7721","Cowpea","4.67","7.32","10.32","11.67"
"7721","Onion","8.32","11.33","10","10"
"7721","Soy","6.03","7.65","10.03","11.67"
"7722","Sorghum","7.32","8","11.33","12.65"
"7722","Maize","5.65","6.67","9.33","10"
"7722","Yam","12.32","3.32","7.32","12.32"
"7722","Cassava","6.67","7.65","11.33","1.32"
"7722","Bambara Nut","5.03","6.67","9.33","10.65"
"7722","Cowpea","4.67","7.32","10.32","11.67"
"7722","Onion","8.32","11.33","10","10"
"7722","Soy","6.03","7.65","10.03","11.67"
"7723","Sorghum","7.32","8","11.33","12.65"
"7723","Maize","5.65","6.67","9.33","10"
"7723","Yam","12.32","3.32","7.32","12.32"
"7723","Cassava","6.67","7.65","11.33","1.32"
"7723","Bambara Nut","5.03","6.67","9.33","10.65"
"7723","Cowpea","4.67","7.32","10.32","11.67"
"7723","Onion","8.32","11.33","10","10"
"7723","Soy","6.03","7.65","10.03","11.67"
"7724","Sorghum","7.32","8","11.33","12.65"
"7724","Maize","5.65","6.67","9.33","10"
"7724","Yam","12.32","3.32","7.32","12.32"
"7724","Cassava","6.67","7.65","11.33","1.32"
"7724","Bambara Nut","5.03","6.67","9.33","10.65"
"7724","Cowpea","4.67","7.32","10.32","11.67"
"7724","Onion","8.32","11.33","10","10"
"7724","Soy","6.03","7.65","10.03","11.67"
"7725","Sorghum","7.32","8","11.33","12.65"
"7725","Maize","5.65","6.67","9.33","10"
"7725","Yam","12.32","3.32","7.32","12.32"
"7725","Cassava","6.67","7.65","11.33","1.32"
"7725","Bambara Nut","5.03","6.67","9.33","10.65"
"7725","Cowpea","4.67","7.32","10.32","11.67"
"7725","Onion","8.32","11.33","10","10"
"7725","Soy","6.03","7.65","10.03","11.67"
"7726","Sorghum","7.32","8","11.33","12.65"
"7726","Maize","5.65","6.67","9.33","10"
"7726","Yam","12.32","3.32","7.32","12.32"
"7726","Cassava","6.67","7.65","11.33","1.32"
"7726","Bambara Nut","5.03","6.67","9.33","10.65"
"7726","Cowpea","4.67","7.32","10.32","11.67"
"7726","Onion","8.32","11.33","10","10"
"7726","Soy","6.03","7.65","10.03","11.67"
"7727","Sorghum","7.32","8","11.33","12.65"
"7727","Maize","5.65","6.67","9.33","10"
"7727","Yam","12.32","3.32","7.32","12.32"
"7727","Cassava","6.67","7.65","11.33","1.32"
"7727","Bambara Nut","5.03","6.67","9.33","10.65"
"7727","Cowpea","4.67","7.32","10.32","11.67"
"7727","Onion","8.32","11.33","10","10"
"7727","Soy","6.03","7.65","10.03","11.67"
"7728","Sorghum","7.32","8","11.33","12.65"
"7728","Maize","5.65","6.67","9.33","10"
"7728","Yam","12.32","3.32","7.32","12.32"
"7728","Cassava","6.67","7.65","11.33","1.32"
"7728","Bambara Nut","5.03","6.67","9.33","10.65"
"7728","Cowpea","4.67","7.32","10.32","11.67"
"7728","Onion","8.32","11.33","10","10"
"7728","Soy","6.03","7.65","10.03","11.67"
"7729","Sorghum","7.32","8","11.33","12.65"
"7729","Maize","5.65","6.67","9.33","10"
"7729","Yam","12.32","3.32","7.32","12.32"
"7729","Cassava","6.67","7.65","11.33","1.32"
"7729","Bambara Nut","5.03","6.67","9.33","10.65"
"7729","Cowpea","4.67","7.32","10.32","11.67"
"7729","Onion","8.32","11.33","10","10"
"7729","Soy","6.03","7.65","10.03","11.67"
"7730","Sorghum","7.32","8","11.33","12.65"
"7730","Maize","5.65","6.67","9.33","10"
"7730","Yam","12.32","3.32","7.32","12.32"
"7730","Cassava","6.67","7.65","11.33","1.32"
"7730","Bambara Nut","5.03","6.67","9.33","10.65"
"7730","Cowpea","4.67","7.32","10.32","11.67"
"7730","Onion","8.32","11.33","10","10"
"7730","Soy","6.03","7.65","10.03","11.67"
"7731","Sorghum","7.32","8","11.33","12.65"
"7731","Maize","5.65","6.67","9.33","10"
"7731","Yam","12.32","3.32","7.32","12.32"
"7731","Cassava","6.67","7.65","11.33","1.32"
"7731","Bambara Nut","5.03","6.67","9.33","10.65"
"7731","Cowpea","4.67","7.32","10.32","11.67"
"7731","Onion","8.32","11.33","10","10"
"7731","Soy","6.03","7.65","10.03","11.67"
"7732","Sorghum","7.32","8","11.33","12.65"
"7732","Maize","5.65","6.67","9.33","10"
"7732","Yam","12.32","3.32","7.32","12.32"
"7732","Cassava","6.67","7.65","11.33","1.32"
"7732","Bambara Nut","5.03","6.67","9.33","10.65"
"7732","Cowpea","4.67","7.32","10.32","11.67"
"7732","Onion","8.32","11.33","10","10"
"7732","Soy","6.03","7.65","10.03","11.67"
"7733","Sorghum","7.32","8","11.33","12.65"
"7733","Maize","5.65","6.67","9.33","10"
"7733","Yam","12.32","3.32","7.32","12.32"
"7733","Cassava","6.67","7.65","11.33","1.32"
"7733","Bambara Nut","5.03","6.67","9.33","10.65"
"7733","Cowpea","4.67","7.32","10.32","11.67"
"7733","Onion","8.32","11.33","10","10"
"7733","Soy","6.03","7.65","10.03","11.67"
"7734","Sorghum","7.32","8","11.33","12.65"
"7734","Maize","5.65","6.67","9.33","10"
"7734","Yam","12.32","3.32","7.32","12.32"
"7734","Cassava","6.67","7.65","11.33","1.32"
"7734","Bambara Nut","5.03","6.67","9.33","10.65"
"7734","Cowpea","4.67","7.32","10.32","11.67"
"7734","Onion","8.32","11.33","10","10"
"7734","Soy","6.03","7.65","10.03","11.67"
"7749","Sorghum","8.03","10",NA,NA
"7749","Maize","3.03","9",NA,NA
"7749","Yam","11.03","5",NA,NA
"7749","Cassava","3.03","9",NA,NA
"7749","Cowpea","7.03","9",NA,NA
"7749","Onion","11.03","1",NA,NA
"7749","Eggplant","5.03","1",NA,NA
"7749","Carrot","5.03","1",NA,NA
"7749","Cabbage","8.03","12",NA,NA
"7749","Soy","7.03","12.48",NA,NA
"7750","Sorghum","8.03","10",NA,NA
"7750","Maize","3.03","9",NA,NA
"7750","Yam","11.03","5",NA,NA
"7750","Cassava","3.03","9",NA,NA
"7750","Cowpea","7.03","9",NA,NA
"7750","Onion","11.03","1",NA,NA
"7750","Eggplant","5.03","1",NA,NA
"7750","Carrot","5.03","1",NA,NA
"7750","Cabbage","8.03","12",NA,NA
"7750","Soy","7.03","12.48",NA,NA
"7751","Sorghum","8.03","10",NA,NA
"7751","Maize","3.03","9",NA,NA
"7751","Yam","11.03","5",NA,NA
"7751","Cassava","3.03","9",NA,NA
"7751","Cowpea","7.03","9",NA,NA
"7751","Onion","11.03","1",NA,NA
"7751","Eggplant","5.03","1",NA,NA
"7751","Carrot","5.03","1",NA,NA
"7751","Cabbage","8.03","12",NA,NA
"7751","Soy","7.03","12.48",NA,NA
"7752","Sorghum","8.03","10",NA,NA
"7752","Maize","3.03","9",NA,NA
"7752","Yam","11.03","5",NA,NA
"7752","Cassava","3.03","9",NA,NA
"7752","Cowpea","7.03","9",NA,NA
"7752","Onion","11.03","1",NA,NA
"7752","Eggplant","5.03","1",NA,NA
"7752","Carrot","5.03","1",NA,NA
"7752","Cabbage","8.03","12",NA,NA
"7752","Soy","7.03","12.48",NA,NA
"7753","Sorghum","8.03","10",NA,NA
"7753","Maize","3.03","9",NA,NA
"7753","Yam","11.03","5",NA,NA
"7753","Cassava","3.03","9",NA,NA
"7753","Cowpea","7.03","9",NA,NA
"7753","Onion","11.03","1",NA,NA
"7753","Eggplant","5.03","1",NA,NA
"7753","Carrot","5.03","1",NA,NA
"7753","Cabbage","8.03","12",NA,NA
"7753","Soy","7.03","12.48",NA,NA
"7754","Maize","3.03","9",NA,NA
"7754","Yam","11.03","5",NA,NA
"7754","Cassava","3.03","9",NA,NA
"7754","Cowpea","9.03","10",NA,NA
"7754","Onion","11.03","1",NA,NA
"7754","Eggplant","5.03","1",NA,NA
"7754","Cabbage","8.03","12",NA,NA
"7754","Soy","7.03","12.48",NA,NA
"7755","Maize","3.03","9",NA,NA
"7755","Yam","11.03","5",NA,NA
"7755","Cassava","3.03","9",NA,NA
"7755","Cowpea","9.03","10",NA,NA
"7755","Onion","11.03","1",NA,NA
"7755","Eggplant","5.03","1",NA,NA
"7755","Cabbage","8.03","12",NA,NA
"7755","Soy","7.03","12.48",NA,NA
"7756","Sorghum","8.03","10",NA,NA
"7756","Maize","3.03","9",NA,NA
"7756","Yam","11.03","5",NA,NA
"7756","Cassava","3.03","9",NA,NA
"7756","Cowpea","7.03","9",NA,NA
"7756","Onion","11.03","1",NA,NA
"7756","Eggplant","5.03","1",NA,NA
"7756","Carrot","5.03","1",NA,NA
"7756","Cabbage","8.03","12",NA,NA
"7756","Soy","7.03","12.48",NA,NA
"7757","Sorghum","8.03","10",NA,NA
"7757","Maize","3.03","9",NA,NA
"7757","Yam","11.03","5",NA,NA
"7757","Cassava","3.03","9",NA,NA
"7757","Cowpea","7.03","9",NA,NA
"7757","Onion","11.03","1",NA,NA
"7757","Eggplant","5.03","1",NA,NA
"7757","Carrot","5.03","1",NA,NA
"7757","Cabbage","8.03","12",NA,NA
"7757","Soy","7.03","12.48",NA,NA
"7758","Sorghum","8.03","10",NA,NA
"7758","Maize","3.03","9",NA,NA
"7758","Yam","11.03","5",NA,NA
"7758","Cassava","3.03","9",NA,NA
"7758","Cowpea","7.03","9",NA,NA
"7758","Onion","11.03","1",NA,NA
"7758","Eggplant","5.03","1",NA,NA
"7758","Carrot","5.03","1",NA,NA
"7758","Cabbage","8.03","12",NA,NA
"7758","Soy","7.03","12.48",NA,NA
"7759","Sorghum","8.03","10",NA,NA
"7759","Maize","3.03","9",NA,NA
"7759","Yam","11.03","5",NA,NA
"7759","Cassava","3.03","9",NA,NA
"7759","Cowpea","7.03","9",NA,NA
"7759","Onion","11.03","1",NA,NA
"7759","Eggplant","5.03","1",NA,NA
"7759","Carrot","5.03","1",NA,NA
"7759","Cabbage","8.03","12",NA,NA
"7759","Soy","7.03","12.48",NA,NA
"7760","Sorghum","8.03","10",NA,NA
"7760","Maize","3.03","9",NA,NA
"7760","Yam","11.03","5",NA,NA
"7760","Cassava","3.03","9",NA,NA
"7760","Cowpea","7.03","9",NA,NA
"7760","Onion","11.03","1",NA,NA
"7760","Eggplant","5.03","1",NA,NA
"7760","Carrot","5.03","1",NA,NA
"7760","Cabbage","8.03","12",NA,NA
"7760","Soy","7.03","12.48",NA,NA
"7761","Sorghum","8.03","10",NA,NA
"7761","Maize","3.03","9",NA,NA
"7761","Yam","11.03","5",NA,NA
"7761","Cassava","3.03","9",NA,NA
"7761","Cowpea","7.03","9",NA,NA
"7761","Onion","11.03","1",NA,NA
"7761","Eggplant","5.03","1",NA,NA
"7761","Carrot","5.03","1",NA,NA
"7761","Cabbage","8.03","12",NA,NA
"7761","Soy","7.03","12.48",NA,NA
"7762","Sorghum","8.03","10",NA,NA
"7762","Maize","3.03","9",NA,NA
"7762","Yam","11.03","5",NA,NA
"7762","Cassava","3.03","9",NA,NA
"7762","Cowpea","7.03","9",NA,NA
"7762","Onion","11.03","1",NA,NA
"7762","Eggplant","5.03","1",NA,NA
"7762","Carrot","5.03","1",NA,NA
"7762","Cabbage","8.03","12",NA,NA
"7762","Soy","7.03","12.48",NA,NA
"7763","Sorghum","8.03","10",NA,NA
"7763","Maize","3.03","9",NA,NA
"7763","Yam","11.03","5",NA,NA
"7763","Cassava","3.03","9",NA,NA
"7763","Cowpea","7.03","9",NA,NA
"7763","Onion","11.03","1",NA,NA
"7763","Eggplant","5.03","1",NA,NA
"7763","Carrot","5.03","1",NA,NA
"7763","Cabbage","8.03","12",NA,NA
"7763","Soy","7.03","12.48",NA,NA
"7764","Sorghum","8.03","10",NA,NA
"7764","Maize","3.03","9",NA,NA
"7764","Yam","11.03","5",NA,NA
"7764","Cassava","3.03","9",NA,NA
"7764","Cowpea","7.03","9",NA,NA
"7764","Onion","11.03","1",NA,NA
"7764","Eggplant","5.03","1",NA,NA
"7764","Carrot","5.03","1",NA,NA
"7764","Cabbage","8.03","12",NA,NA
"7764","Soy","7.03","12.48",NA,NA
"7765","Sorghum","8.03","10",NA,NA
"7765","Maize","3.03","9",NA,NA
"7765","Yam","11.03","5",NA,NA
"7765","Cassava","3.03","9",NA,NA
"7765","Cowpea","7.03","9",NA,NA
"7765","Onion","11.03","1",NA,NA
"7765","Eggplant","5.03","1",NA,NA
"7765","Carrot","5.03","1",NA,NA
"7765","Cabbage","8.03","12",NA,NA
"7765","Soy","7.03","12.48",NA,NA
"7766","Sorghum","8.03","10",NA,NA
"7766","Maize","3.03","9",NA,NA
"7766","Yam","11.03","5",NA,NA
"7766","Cassava","3.03","9",NA,NA
"7766","Cowpea","7.03","9",NA,NA
"7766","Onion","11.03","1",NA,NA
"7766","Eggplant","5.03","1",NA,NA
"7766","Carrot","5.03","1",NA,NA
"7766","Cabbage","8.03","12",NA,NA
"7766","Soy","7.03","12.48",NA,NA
"7767","Sorghum","8.03","10",NA,NA
"7767","Maize","3.03","9",NA,NA
"7767","Yam","11.03","5",NA,NA
"7767","Cassava","3.03","9",NA,NA
"7767","Cowpea","7.03","9",NA,NA
"7767","Onion","11.03","1",NA,NA
"7767","Eggplant","5.03","1",NA,NA
"7767","Carrot","5.03","1",NA,NA
"7767","Cabbage","8.03","12",NA,NA
"7767","Soy","7.03","12.48",NA,NA
"7768","Sorghum","8.03","10",NA,NA
"7768","Maize","3.03","9",NA,NA
"7768","Yam","11.03","5",NA,NA
"7768","Cassava","3.03","9",NA,NA
"7768","Cowpea","7.03","9",NA,NA
"7768","Onion","11.03","1",NA,NA
"7768","Eggplant","5.03","1",NA,NA
"7768","Carrot","5.03","1",NA,NA
"7768","Cabbage","8.03","12",NA,NA
"7768","Soy","7.03","12.48",NA,NA
"7769","Sorghum","8.03","10",NA,NA
"7769","Maize","3.03","9",NA,NA
"7769","Yam","11.03","5",NA,NA
"7769","Cassava","3.03","9",NA,NA
"7769","Cowpea","7.03","9",NA,NA
"7769","Onion","11.03","1",NA,NA
"7769","Eggplant","5.03","1",NA,NA
"7769","Carrot","5.03","1",NA,NA
"7769","Cabbage","8.03","12",NA,NA
"7769","Soy","7.03","12.48",NA,NA
"7770","Sorghum","8.03","10",NA,NA
"7770","Maize","3.03","9",NA,NA
"7770","Yam","11.03","5",NA,NA
"7770","Cassava","3.03","9",NA,NA
"7770","Cowpea","7.03","9",NA,NA
"7770","Onion","11.03","1",NA,NA
"7770","Eggplant","5.03","1",NA,NA
"7770","Carrot","5.03","1",NA,NA
"7770","Cabbage","8.03","12",NA,NA
"7770","Soy","7.03","12.48",NA,NA
"7771","Sorghum","8.03","10",NA,NA
"7771","Maize","3.03","9",NA,NA
"7771","Yam","11.03","5",NA,NA
"7771","Cassava","3.03","9",NA,NA
"7771","Cowpea","7.03","9",NA,NA
"7771","Onion","11.03","1",NA,NA
"7771","Eggplant","5.03","1",NA,NA
"7771","Carrot","5.03","1",NA,NA
"7771","Cabbage","8.03","12",NA,NA
"7771","Soy","7.03","12.48",NA,NA
"7772","Maize","3.03","9",NA,NA
"7772","Yam","11.03","5",NA,NA
"7772","Cassava","3.03","9",NA,NA
"7772","Cowpea","9.03","10",NA,NA
"7772","Onion","11.03","1",NA,NA
"7772","Eggplant","5.03","1",NA,NA
"7772","Cabbage","8.03","12",NA,NA
"7772","Soy","7.03","12.48",NA,NA
"7773","Maize","3.03","9",NA,NA
"7773","Yam","11.03","5",NA,NA
"7773","Cassava","3.03","9",NA,NA
"7773","Cowpea","9.03","10",NA,NA
"7773","Onion","11.03","1",NA,NA
"7773","Eggplant","5.03","1",NA,NA
"7773","Cabbage","8.03","12",NA,NA
"7773","Soy","7.03","12.48",NA,NA
"7774","Maize","3.03","9",NA,NA
"7774","Yam","11.03","5",NA,NA
"7774","Cassava","3.03","9",NA,NA
"7774","Cowpea","9.03","10",NA,NA
"7774","Onion","11.03","1",NA,NA
"7774","Eggplant","5.03","1",NA,NA
"7774","Cabbage","8.03","12",NA,NA
"7774","Soy","7.03","12.48",NA,NA
"7775","Maize","3.03","9",NA,NA
"7775","Yam","11.03","5",NA,NA
"7775","Cassava","3.03","9",NA,NA
"7775","Cowpea","9.03","10",NA,NA
"7775","Onion","11.03","1",NA,NA
"7775","Eggplant","5.03","1",NA,NA
"7775","Cabbage","8.03","12",NA,NA
"7775","Soy","7.03","12.48",NA,NA
"7776","Maize","3.03","9",NA,NA
"7776","Yam","11.03","5",NA,NA
"7776","Cassava","3.03","9",NA,NA
"7776","Cowpea","9.03","10",NA,NA
"7776","Onion","11.03","1",NA,NA
"7776","Eggplant","5.03","1",NA,NA
"7776","Cabbage","8.03","12",NA,NA
"7776","Soy","7.03","12.48",NA,NA
"7777","Maize","3.03","9",NA,NA
"7777","Yam","11.03","5",NA,NA
"7777","Cassava","3.03","9",NA,NA
"7777","Cowpea","9.03","10",NA,NA
"7777","Onion","11.03","1",NA,NA
"7777","Eggplant","5.03","1",NA,NA
"7777","Cabbage","8.03","12",NA,NA
"7777","Soy","7.03","12.48",NA,NA
"7778","Maize","3.03","9",NA,NA
"7778","Yam","11.03","5",NA,NA
"7778","Cassava","3.03","9",NA,NA
"7778","Cowpea","9.03","10",NA,NA
"7778","Onion","11.03","1",NA,NA
"7778","Eggplant","5.03","1",NA,NA
"7778","Cabbage","8.03","12",NA,NA
"7778","Soy","7.03","12.48",NA,NA
"7779","Maize","3.03","9",NA,NA
"7779","Yam","11.03","5",NA,NA
"7779","Cassava","3.03","9",NA,NA
"7779","Cowpea","9.03","10",NA,NA
"7779","Onion","11.03","1",NA,NA
"7779","Eggplant","5.03","1",NA,NA
"7779","Cabbage","8.03","12",NA,NA
"7779","Soy","7.03","12.48",NA,NA
"7780","Sorghum","4.03","7",NA,NA
"7780","Maize","3.03","9",NA,NA
"7780","Yam","11.03","5",NA,NA
"7780","Cassava","3.03","9",NA,NA
"7780","Cowpea","7.03","9",NA,NA
"7780","Onion","11.03","1",NA,NA
"7780","Eggplant","5.03","1",NA,NA
"7780","Carrot","5.03","1",NA,NA
"7780","Soy","7.03","12",NA,NA
"7781","Maize","3.03","9",NA,NA
"7781","Yam","11.03","5",NA,NA
"7781","Cassava","3.03","9",NA,NA
"7781","Cowpea","9.03","10",NA,NA
"7781","Onion","11.03","1",NA,NA
"7781","Eggplant","5.03","1",NA,NA
"7781","Cabbage","8.03","12",NA,NA
"7781","Soy","7.03","12.48",NA,NA
"7782","Sorghum","4.03","7",NA,NA
"7782","Maize","3.03","9",NA,NA
"7782","Yam","11.03","5",NA,NA
"7782","Cassava","3.03","9",NA,NA
"7782","Cowpea","7.03","9",NA,NA
"7782","Onion","11.03","1",NA,NA
"7782","Eggplant","5.03","1",NA,NA
"7782","Carrot","5.03","1",NA,NA
"7782","Soy","7.03","12",NA,NA
"7783","Sorghum","4.03","7",NA,NA
"7783","Maize","3.03","9",NA,NA
"7783","Yam","11.03","5",NA,NA
"7783","Cassava","3.03","9",NA,NA
"7783","Cowpea","7.03","9",NA,NA
"7783","Onion","11.03","1",NA,NA
"7783","Eggplant","5.03","1",NA,NA
"7783","Carrot","5.03","1",NA,NA
"7783","Soy","7.03","12",NA,NA
"7784","Maize","3.03","9",NA,NA
"7784","Yam","11.03","5",NA,NA
"7784","Cassava","3.03","9",NA,NA
"7784","Cowpea","9.03","10",NA,NA
"7784","Onion","11.03","1",NA,NA
"7784","Eggplant","5.03","1",NA,NA
"7784","Cabbage","8.03","12",NA,NA
"7784","Soy","7.03","12.48",NA,NA
"7785","Maize","3.03","9",NA,NA
"7785","Yam","11.03","5",NA,NA
"7785","Cassava","3.03","9",NA,NA
"7785","Cowpea","9.03","10",NA,NA
"7785","Onion","11.03","1",NA,NA
"7785","Eggplant","5.03","1",NA,NA
"7785","Cabbage","8.03","12",NA,NA
"7785","Soy","7.03","12.48",NA,NA
"7786","Maize","3.03","9",NA,NA
"7786","Yam","11.03","5",NA,NA
"7786","Cassava","3.03","9",NA,NA
"7786","Cowpea","9.03","10",NA,NA
"7786","Onion","11.03","1",NA,NA
"7786","Eggplant","5.03","1",NA,NA
"7786","Cabbage","8.03","12",NA,NA
"7786","Soy","7.03","12.48",NA,NA
"7787","Maize","3.03","9",NA,NA
"7787","Yam","11.03","5",NA,NA
"7787","Cassava","3.03","9",NA,NA
"7787","Cowpea","9.03","10",NA,NA
"7787","Onion","11.03","1",NA,NA
"7787","Eggplant","5.03","1",NA,NA
"7787","Cabbage","8.03","12",NA,NA
"7787","Soy","7.03","12.48",NA,NA
"7788","Maize","3.03","9",NA,NA
"7788","Yam","11.03","5",NA,NA
"7788","Cassava","3.03","9",NA,NA
"7788","Cowpea","9.03","10",NA,NA
"7788","Onion","11.03","1",NA,NA
"7788","Eggplant","5.03","1",NA,NA
"7788","Cabbage","8.03","12",NA,NA
"7788","Soy","7.03","12.48",NA,NA
"7789","Maize","3.03","9",NA,NA
"7789","Yam","11.03","5",NA,NA
"7789","Cassava","3.03","9",NA,NA
"7789","Cowpea","9.03","10",NA,NA
"7789","Onion","11.03","1",NA,NA
"7789","Eggplant","5.03","1",NA,NA
"7789","Cabbage","8.03","12",NA,NA
"7789","Soy","7.03","12.48",NA,NA
"7790","Maize","3.03","9",NA,NA
"7790","Yam","11.03","5",NA,NA
"7790","Cassava","3.03","9",NA,NA
"7790","Cowpea","9.03","10",NA,NA
"7790","Onion","11.03","1",NA,NA
"7790","Eggplant","5.03","1",NA,NA
"7790","Cabbage","8.03","12",NA,NA
"7790","Soy","7.03","12.48",NA,NA
"7791","Maize","3.03","9",NA,NA
"7791","Yam","11.03","5",NA,NA
"7791","Cassava","3.03","9",NA,NA
"7791","Cowpea","9.03","10",NA,NA
"7791","Onion","11.03","1",NA,NA
"7791","Eggplant","5.03","1",NA,NA
"7791","Cabbage","8.03","12",NA,NA
"7791","Soy","7.03","12.48",NA,NA
"7792","Maize","3.03","9",NA,NA
"7792","Yam","11.03","5",NA,NA
"7792","Cassava","3.03","9",NA,NA
"7792","Cowpea","9.03","10",NA,NA
"7792","Onion","11.03","1",NA,NA
"7792","Eggplant","5.03","1",NA,NA
"7792","Cabbage","8.03","12",NA,NA
"7792","Soy","7.03","12.48",NA,NA
"7793","Maize","3.03","9",NA,NA
