"FID","Crop","Pst","Pen","Hst","Hen"
"1794","Maize","3.03","9",NA,NA
"1794","Yam","11.03","5",NA,NA
"1794","Cassava","3.03","9",NA,NA
"1794","Cowpea","9.03","10",NA,NA
"1794","Onion","11.03","1",NA,NA
"1794","Eggplant","5.03","1",NA,NA
"1794","Cabbage","8.03","12",NA,NA
"1794","Soy","7.03","12.48",NA,NA
"1795","Maize","3.03","9",NA,NA
"1795","Yam","11.03","5",NA,NA
"1795","Cassava","3.03","9",NA,NA
"1795","Cowpea","9.03","10",NA,NA
"1795","Onion","11.03","1",NA,NA
"1795","Eggplant","5.03","1",NA,NA
"1795","Cabbage","8.03","12",NA,NA
"1795","Soy","7.03","12.48",NA,NA
"1919","Maize","2.5","4.5","5.48","8"
"1919","Cassava","3.03","8","1.03","6"
"1919","Okra","3.48","6","3.03","9"
"1919","Eggplant","3.48","6","5.48","11"
"1919","Carrot","3.48","6","6.5","9"
"1919","Cabbage","3.48","6","6.03","9"
"1920","Maize","2.5","4.5","5.48","8"
"1920","Cassava","3.03","8","1.03","6"
"1920","Okra","3.48","6","3.03","9"
"1920","Eggplant","3.48","6","5.48","11"
"1920","Carrot","3.48","6","6.5","9"
"1920","Cabbage","3.48","6","6.03","9"
"1999","Maize","3.03","9",NA,NA
"1999","Yam","11.03","5",NA,NA
"1999","Cassava","3.03","9",NA,NA
"1999","Cowpea","9.03","10",NA,NA
"1999","Onion","11.03","1",NA,NA
"1999","Eggplant","5.03","1",NA,NA
"1999","Cabbage","8.03","12",NA,NA
"1999","Soy","7.03","12.48",NA,NA
"2000","Maize","3.03","9",NA,NA
"2000","Yam","11.03","5",NA,NA
"2000","Cassava","3.03","9",NA,NA
"2000","Cowpea","9.03","10",NA,NA
"2000","Onion","11.03","1",NA,NA
"2000","Eggplant","5.03","1",NA,NA
"2000","Cabbage","8.03","12",NA,NA
"2000","Soy","7.03","12.48",NA,NA
"2001","Maize","3.03","9",NA,NA
"2001","Yam","11.03","5",NA,NA
"2001","Cassava","3.03","9",NA,NA
"2001","Cowpea","9.03","10",NA,NA
"2001","Onion","11.03","1",NA,NA
"2001","Eggplant","5.03","1",NA,NA
"2001","Cabbage","8.03","12",NA,NA
"2001","Soy","7.03","12.48",NA,NA
"2002","Maize","3.03","9",NA,NA
"2002","Yam","11.03","5",NA,NA
"2002","Cassava","3.03","9",NA,NA
"2002","Cowpea","9.03","10",NA,NA
"2002","Onion","11.03","1",NA,NA
"2002","Eggplant","5.03","1",NA,NA
"2002","Cabbage","8.03","12",NA,NA
"2002","Soy","7.03","12.48",NA,NA
"2003","Maize","3.03","9",NA,NA
"2003","Yam","11.03","5",NA,NA
"2003","Cassava","3.03","9",NA,NA
"2003","Cowpea","9.03","10",NA,NA
"2003","Onion","11.03","1",NA,NA
"2003","Eggplant","5.03","1",NA,NA
"2003","Cabbage","8.03","12",NA,NA
"2003","Soy","7.03","12.48",NA,NA
"2004","Maize","3.03","9",NA,NA
"2004","Yam","11.03","5",NA,NA
"2004","Cassava","3.03","9",NA,NA
"2004","Cowpea","9.03","10",NA,NA
"2004","Onion","11.03","1",NA,NA
"2004","Eggplant","5.03","1",NA,NA
"2004","Cabbage","8.03","12",NA,NA
"2004","Soy","7.03","12.48",NA,NA
"2005","Maize","3.03","9",NA,NA
"2005","Yam","11.03","5",NA,NA
"2005","Cassava","3.03","9",NA,NA
"2005","Cowpea","9.03","10",NA,NA
"2005","Onion","11.03","1",NA,NA
"2005","Eggplant","5.03","1",NA,NA
"2005","Cabbage","8.03","12",NA,NA
"2005","Soy","7.03","12.48",NA,NA
"2006","Maize","3.03","9",NA,NA
"2006","Yam","11.03","5",NA,NA
"2006","Cassava","3.03","9",NA,NA
"2006","Cowpea","9.03","10",NA,NA
"2006","Onion","11.03","1",NA,NA
"2006","Eggplant","5.03","1",NA,NA
"2006","Cabbage","8.03","12",NA,NA
"2006","Soy","7.03","12.48",NA,NA
"2007","Maize","3.03","9",NA,NA
"2007","Yam","11.03","5",NA,NA
"2007","Cassava","3.03","9",NA,NA
"2007","Cowpea","9.03","10",NA,NA
"2007","Onion","11.03","1",NA,NA
"2007","Eggplant","5.03","1",NA,NA
"2007","Cabbage","8.03","12",NA,NA
"2007","Soy","7.03","12.48",NA,NA
"2008","Maize","3.03","9",NA,NA
"2008","Yam","11.03","5",NA,NA
"2008","Cassava","3.03","9",NA,NA
"2008","Cowpea","9.03","10",NA,NA
"2008","Onion","11.03","1",NA,NA
"2008","Eggplant","5.03","1",NA,NA
"2008","Cabbage","8.03","12",NA,NA
"2008","Soy","7.03","12.48",NA,NA
"2009","Maize","3.03","9",NA,NA
"2009","Yam","11.03","5",NA,NA
"2009","Cassava","3.03","9",NA,NA
"2009","Cowpea","9.03","10",NA,NA
"2009","Onion","11.03","1",NA,NA
"2009","Eggplant","5.03","1",NA,NA
"2009","Cabbage","8.03","12",NA,NA
"2009","Soy","7.03","12.48",NA,NA
"2125","Maize","2.5","4.5","5.48","8"
"2125","Cassava","3.03","8","1.03","6"
"2125","Okra","3.48","6","3.03","9"
"2125","Eggplant","3.48","6","5.48","11"
"2125","Carrot","3.48","6","6.5","9"
"2125","Cabbage","3.48","6","6.03","9"
"2126","Maize","2.5","4.5","5.48","8"
"2126","Cassava","3.03","8","1.03","6"
"2126","Okra","3.48","6","3.03","9"
"2126","Eggplant","3.48","6","5.48","11"
"2126","Carrot","3.48","6","6.5","9"
"2126","Cabbage","3.48","6","6.03","9"
"2127","Maize","2.5","4.5","5.48","8"
"2127","Cassava","3.03","8","1.03","6"
"2127","Okra","3.48","6","3.03","9"
"2127","Eggplant","3.48","6","5.48","11"
"2127","Carrot","3.48","6","6.5","9"
"2127","Cabbage","3.48","6","6.03","9"
"2204","Maize","3.03","9",NA,NA
"2204","Yam","11.03","5",NA,NA
"2204","Cassava","3.03","9",NA,NA
"2204","Cowpea","9.03","10",NA,NA
"2204","Onion","11.03","1",NA,NA
"2204","Eggplant","5.03","1",NA,NA
"2204","Cabbage","8.03","12",NA,NA
"2204","Soy","7.03","12.48",NA,NA
"2205","Maize","3.03","9",NA,NA
"2205","Yam","11.03","5",NA,NA
"2205","Cassava","3.03","9",NA,NA
"2205","Cowpea","9.03","10",NA,NA
"2205","Onion","11.03","1",NA,NA
"2205","Eggplant","5.03","1",NA,NA
"2205","Cabbage","8.03","12",NA,NA
"2205","Soy","7.03","12.48",NA,NA
"2206","Maize","3.03","9",NA,NA
"2206","Yam","11.03","5",NA,NA
"2206","Cassava","3.03","9",NA,NA
"2206","Cowpea","9.03","10",NA,NA
"2206","Onion","11.03","1",NA,NA
"2206","Eggplant","5.03","1",NA,NA
"2206","Cabbage","8.03","12",NA,NA
"2206","Soy","7.03","12.48",NA,NA
"2207","Maize","3.03","9",NA,NA
"2207","Yam","11.03","5",NA,NA
"2207","Cassava","3.03","9",NA,NA
"2207","Cowpea","9.03","10",NA,NA
"2207","Onion","11.03","1",NA,NA
"2207","Eggplant","5.03","1",NA,NA
"2207","Cabbage","8.03","12",NA,NA
"2207","Soy","7.03","12.48",NA,NA
"2208","Maize","3.03","9",NA,NA
"2208","Yam","11.03","5",NA,NA
"2208","Cassava","3.03","9",NA,NA
"2208","Cowpea","9.03","10",NA,NA
"2208","Onion","11.03","1",NA,NA
"2208","Eggplant","5.03","1",NA,NA
"2208","Cabbage","8.03","12",NA,NA
"2208","Soy","7.03","12.48",NA,NA
"2209","Maize","3.03","9",NA,NA
"2209","Yam","11.03","5",NA,NA
"2209","Cassava","3.03","9",NA,NA
"2209","Cowpea","9.03","10",NA,NA
"2209","Onion","11.03","1",NA,NA
"2209","Eggplant","5.03","1",NA,NA
"2209","Cabbage","8.03","12",NA,NA
"2209","Soy","7.03","12.48",NA,NA
"2210","Maize","3.03","9",NA,NA
"2210","Yam","11.03","5",NA,NA
"2210","Cassava","3.03","9",NA,NA
"2210","Cowpea","9.03","10",NA,NA
"2210","Onion","11.03","1",NA,NA
"2210","Eggplant","5.03","1",NA,NA
"2210","Cabbage","8.03","12",NA,NA
"2210","Soy","7.03","12.48",NA,NA
"2211","Maize","3.03","9",NA,NA
"2211","Yam","11.03","5",NA,NA
"2211","Cassava","3.03","9",NA,NA
"2211","Cowpea","9.03","10",NA,NA
"2211","Onion","11.03","1",NA,NA
"2211","Eggplant","5.03","1",NA,NA
"2211","Cabbage","8.03","12",NA,NA
"2211","Soy","7.03","12.48",NA,NA
"2212","Maize","3.03","9",NA,NA
"2212","Yam","11.03","5",NA,NA
"2212","Cassava","3.03","9",NA,NA
"2212","Cowpea","9.03","10",NA,NA
"2212","Onion","11.03","1",NA,NA
"2212","Eggplant","5.03","1",NA,NA
"2212","Cabbage","8.03","12",NA,NA
"2212","Soy","7.03","12.48",NA,NA
"2213","Maize","3.03","9",NA,NA
"2213","Yam","11.03","5",NA,NA
"2213","Cassava","3.03","9",NA,NA
"2213","Cowpea","9.03","10",NA,NA
"2213","Onion","11.03","1",NA,NA
"2213","Eggplant","5.03","1",NA,NA
"2213","Cabbage","8.03","12",NA,NA
"2213","Soy","7.03","12.48",NA,NA
"2214","Maize","3.03","9",NA,NA
"2214","Yam","11.03","5",NA,NA
"2214","Cassava","3.03","9",NA,NA
"2214","Cowpea","9.03","10",NA,NA
"2214","Onion","11.03","1",NA,NA
"2214","Eggplant","5.03","1",NA,NA
"2214","Cabbage","8.03","12",NA,NA
"2214","Soy","7.03","12.48",NA,NA
"2215","Maize","3.03","9",NA,NA
"2215","Yam","11.03","5",NA,NA
"2215","Cassava","3.03","9",NA,NA
"2215","Cowpea","9.03","10",NA,NA
"2215","Onion","11.03","1",NA,NA
"2215","Eggplant","5.03","1",NA,NA
"2215","Cabbage","8.03","12",NA,NA
"2215","Soy","7.03","12.48",NA,NA
"2216","Maize","3.03","9",NA,NA
"2216","Yam","11.03","5",NA,NA
"2216","Cassava","3.03","9",NA,NA
"2216","Cowpea","9.03","10",NA,NA
"2216","Onion","11.03","1",NA,NA
"2216","Eggplant","5.03","1",NA,NA
"2216","Cabbage","8.03","12",NA,NA
"2216","Soy","7.03","12.48",NA,NA
"2217","Maize","3.03","9",NA,NA
"2217","Yam","11.03","5",NA,NA
"2217","Cassava","3.03","9",NA,NA
"2217","Cowpea","9.03","10",NA,NA
"2217","Onion","11.03","1",NA,NA
"2217","Eggplant","5.03","1",NA,NA
"2217","Cabbage","8.03","12",NA,NA
"2217","Soy","7.03","12.48",NA,NA
"2218","Maize","3.03","9",NA,NA
"2218","Yam","11.03","5",NA,NA
"2218","Cassava","3.03","9",NA,NA
"2218","Cowpea","9.03","10",NA,NA
"2218","Onion","11.03","1",NA,NA
"2218","Eggplant","5.03","1",NA,NA
"2218","Cabbage","8.03","12",NA,NA
"2218","Soy","7.03","12.48",NA,NA
"2219","Maize","3.03","9",NA,NA
"2219","Yam","11.03","5",NA,NA
"2219","Cassava","3.03","9",NA,NA
"2219","Cowpea","9.03","10",NA,NA
"2219","Onion","11.03","1",NA,NA
"2219","Eggplant","5.03","1",NA,NA
"2219","Cabbage","8.03","12",NA,NA
"2219","Soy","7.03","12.48",NA,NA
"2331","Maize","2.5","4.5","5.48","8"
"2331","Cassava","3.03","8","1.03","6"
"2331","Okra","3.48","6","3.03","9"
"2331","Eggplant","3.48","6","5.48","11"
"2331","Carrot","3.48","6","6.5","9"
"2331","Cabbage","3.48","6","6.03","9"
"2332","Maize","2.5","4.5","5.48","8"
"2332","Cassava","3.03","8","1.03","6"
"2332","Okra","3.48","6","3.03","9"
"2332","Eggplant","3.48","6","5.48","11"
"2332","Carrot","3.48","6","6.5","9"
"2332","Cabbage","3.48","6","6.03","9"
"2333","Maize","2.5","4.5","5.48","8"
"2333","Cassava","3.03","8","1.03","6"
"2333","Okra","3.48","6","3.03","9"
"2333","Eggplant","3.48","6","5.48","11"
"2333","Carrot","3.48","6","6.5","9"
"2333","Cabbage","3.48","6","6.03","9"
"2334","Maize","2.5","4.5","5.48","8"
"2334","Cassava","3.03","8","1.03","6"
"2334","Okra","3.48","6","3.03","9"
"2334","Eggplant","3.48","6","5.48","11"
"2334","Carrot","3.48","6","6.5","9"
"2334","Cabbage","3.48","6","6.03","9"
"2335","Maize","2.5","4.5","5.48","8"
"2335","Cassava","3.03","8","1.03","6"
"2335","Okra","3.48","6","3.03","9"
"2335","Eggplant","3.48","6","5.48","11"
"2335","Carrot","3.48","6","6.5","9"
"2335","Cabbage","3.48","6","6.03","9"
"2336","Maize","2.5","4.5","5.48","8"
"2336","Cassava","3.03","8","1.03","6"
"2336","Okra","3.48","6","3.03","9"
"2336","Eggplant","3.48","6","5.48","11"
"2336","Carrot","3.48","6","6.5","9"
"2336","Cabbage","3.48","6","6.03","9"
"2363","Maize","3.32","5","8.32","9.67"
"2363","Cassava","5.03","8","11.33","1.32"
"2363","Bambara Nut","4.03","6","7.32","9"
"2363","Cowpea","7.65","9.33","11.33","12.65"
"2363","Okra","1.03","1",NA,NA
"2363","Eggplant","1.03","1",NA,NA
"2363","Carrot","1.03","1",NA,NA
"2363","Soy","4.67","7.32","10.32","11.33"
"2364","Maize","3.32","5","8.32","9.67"
"2364","Cassava","5.03","8","11.33","1.32"
"2364","Bambara Nut","4.03","6","7.32","9"
"2364","Cowpea","7.65","9.33","11.33","12.65"
"2364","Okra","1.03","1",NA,NA
"2364","Eggplant","1.03","1",NA,NA
"2364","Carrot","1.03","1",NA,NA
"2364","Soy","4.67","7.32","10.32","11.33"
"2409","Maize","3.03","9",NA,NA
"2409","Yam","11.03","5",NA,NA
"2409","Cassava","3.03","9",NA,NA
"2409","Cowpea","9.03","10",NA,NA
"2409","Onion","11.03","1",NA,NA
"2409","Eggplant","5.03","1",NA,NA
"2409","Cabbage","8.03","12",NA,NA
"2409","Soy","7.03","12.48",NA,NA
"2410","Maize","3.03","9",NA,NA
"2410","Yam","11.03","5",NA,NA
"2410","Cassava","3.03","9",NA,NA
"2410","Cowpea","9.03","10",NA,NA
"2410","Onion","11.03","1",NA,NA
"2410","Eggplant","5.03","1",NA,NA
"2410","Cabbage","8.03","12",NA,NA
"2410","Soy","7.03","12.48",NA,NA
"2411","Maize","3.03","9",NA,NA
"2411","Yam","11.03","5",NA,NA
"2411","Cassava","3.03","9",NA,NA
"2411","Cowpea","9.03","10",NA,NA
"2411","Onion","11.03","1",NA,NA
"2411","Eggplant","5.03","1",NA,NA
"2411","Cabbage","8.03","12",NA,NA
"2411","Soy","7.03","12.48",NA,NA
"2412","Maize","3.03","9",NA,NA
"2412","Yam","11.03","5",NA,NA
"2412","Cassava","3.03","9",NA,NA
"2412","Cowpea","9.03","10",NA,NA
"2412","Onion","11.03","1",NA,NA
"2412","Eggplant","5.03","1",NA,NA
"2412","Cabbage","8.03","12",NA,NA
"2412","Soy","7.03","12.48",NA,NA
"2413","Maize","3.03","9",NA,NA
"2413","Yam","11.03","5",NA,NA
"2413","Cassava","3.03","9",NA,NA
"2413","Cowpea","9.03","10",NA,NA
"2413","Onion","11.03","1",NA,NA
"2413","Eggplant","5.03","1",NA,NA
"2413","Cabbage","8.03","12",NA,NA
"2413","Soy","7.03","12.48",NA,NA
"2414","Maize","3.03","9",NA,NA
"2414","Yam","11.03","5",NA,NA
"2414","Cassava","3.03","9",NA,NA
"2414","Cowpea","9.03","10",NA,NA
"2414","Onion","11.03","1",NA,NA
"2414","Eggplant","5.03","1",NA,NA
"2414","Cabbage","8.03","12",NA,NA
"2414","Soy","7.03","12.48",NA,NA
"2415","Maize","3.03","9",NA,NA
"2415","Yam","11.03","5",NA,NA
"2415","Cassava","3.03","9",NA,NA
"2415","Cowpea","9.03","10",NA,NA
"2415","Onion","11.03","1",NA,NA
"2415","Eggplant","5.03","1",NA,NA
"2415","Cabbage","8.03","12",NA,NA
"2415","Soy","7.03","12.48",NA,NA
"2416","Maize","3.03","9",NA,NA
"2416","Yam","11.03","5",NA,NA
"2416","Cassava","3.03","9",NA,NA
"2416","Cowpea","9.03","10",NA,NA
"2416","Onion","11.03","1",NA,NA
"2416","Eggplant","5.03","1",NA,NA
"2416","Cabbage","8.03","12",NA,NA
"2416","Soy","7.03","12.48",NA,NA
"2417","Maize","3.03","9",NA,NA
"2417","Yam","11.03","5",NA,NA
"2417","Cassava","3.03","9",NA,NA
"2417","Cowpea","9.03","10",NA,NA
"2417","Onion","11.03","1",NA,NA
"2417","Eggplant","5.03","1",NA,NA
"2417","Cabbage","8.03","12",NA,NA
"2417","Soy","7.03","12.48",NA,NA
"2418","Maize","3.03","9",NA,NA
"2418","Yam","11.03","5",NA,NA
"2418","Cassava","3.03","9",NA,NA
"2418","Cowpea","9.03","10",NA,NA
"2418","Onion","11.03","1",NA,NA
"2418","Eggplant","5.03","1",NA,NA
"2418","Cabbage","8.03","12",NA,NA
"2418","Soy","7.03","12.48",NA,NA
"2419","Maize","3.03","9",NA,NA
"2419","Yam","11.03","5",NA,NA
"2419","Cassava","3.03","9",NA,NA
"2419","Cowpea","9.03","10",NA,NA
"2419","Onion","11.03","1",NA,NA
"2419","Eggplant","5.03","1",NA,NA
"2419","Cabbage","8.03","12",NA,NA
"2419","Soy","7.03","12.48",NA,NA
"2420","Maize","3.03","9",NA,NA
"2420","Yam","11.03","5",NA,NA
"2420","Cassava","3.03","9",NA,NA
"2420","Cowpea","9.03","10",NA,NA
"2420","Onion","11.03","1",NA,NA
"2420","Eggplant","5.03","1",NA,NA
"2420","Cabbage","8.03","12",NA,NA
"2420","Soy","7.03","12.48",NA,NA
"2421","Maize","3.03","9",NA,NA
"2421","Yam","11.03","5",NA,NA
"2421","Cassava","3.03","9",NA,NA
"2421","Cowpea","9.03","10",NA,NA
"2421","Onion","11.03","1",NA,NA
"2421","Eggplant","5.03","1",NA,NA
"2421","Cabbage","8.03","12",NA,NA
"2421","Soy","7.03","12.48",NA,NA
"2422","Maize","3.03","9",NA,NA
"2422","Yam","11.03","5",NA,NA
"2422","Cassava","3.03","9",NA,NA
"2422","Cowpea","9.03","10",NA,NA
"2422","Onion","11.03","1",NA,NA
"2422","Eggplant","5.03","1",NA,NA
"2422","Cabbage","8.03","12",NA,NA
"2422","Soy","7.03","12.48",NA,NA
"2423","Maize","3.03","9",NA,NA
"2423","Yam","11.03","5",NA,NA
"2423","Cassava","3.03","9",NA,NA
"2423","Cowpea","9.03","10",NA,NA
"2423","Onion","11.03","1",NA,NA
"2423","Eggplant","5.03","1",NA,NA
"2423","Cabbage","8.03","12",NA,NA
"2423","Soy","7.03","12.48",NA,NA
"2424","Maize","3.03","9",NA,NA
"2424","Yam","11.03","5",NA,NA
"2424","Cassava","3.03","9",NA,NA
"2424","Cowpea","9.03","10",NA,NA
"2424","Onion","11.03","1",NA,NA
"2424","Eggplant","5.03","1",NA,NA
"2424","Cabbage","8.03","12",NA,NA
"2424","Soy","7.03","12.48",NA,NA
"2425","Maize","3.03","9",NA,NA
"2425","Yam","11.03","5",NA,NA
"2425","Cassava","3.03","9",NA,NA
"2425","Cowpea","9.03","10",NA,NA
"2425","Onion","11.03","1",NA,NA
"2425","Eggplant","5.03","1",NA,NA
"2425","Cabbage","8.03","12",NA,NA
"2425","Soy","7.03","12.48",NA,NA
"2426","Maize","3.03","9",NA,NA
"2426","Yam","11.03","5",NA,NA
"2426","Cassava","3.03","9",NA,NA
"2426","Cowpea","9.03","10",NA,NA
"2426","Onion","11.03","1",NA,NA
"2426","Eggplant","5.03","1",NA,NA
"2426","Cabbage","8.03","12",NA,NA
"2426","Soy","7.03","12.48",NA,NA
"2537","Maize","2.5","4.5","5.48","8"
"2537","Cassava","3.03","8","1.03","6"
"2537","Okra","3.48","6","3.03","9"
"2537","Eggplant","3.48","6","5.48","11"
"2537","Carrot","3.48","6","6.5","9"
"2537","Cabbage","3.48","6","6.03","9"
"2538","Maize","2.5","4.5","5.48","8"
"2538","Cassava","3.03","8","1.03","6"
"2538","Okra","3.48","6","3.03","9"
"2538","Eggplant","3.48","6","5.48","11"
"2538","Carrot","3.48","6","6.5","9"
"2538","Cabbage","3.48","6","6.03","9"
"2539","Maize","2.5","4.5","5.48","8"
"2539","Cassava","3.03","8","1.03","6"
"2539","Okra","3.48","6","3.03","9"
"2539","Eggplant","3.48","6","5.48","11"
"2539","Carrot","3.48","6","6.5","9"
"2539","Cabbage","3.48","6","6.03","9"
"2540","Maize","2.5","4.5","5.48","8"
"2540","Cassava","3.03","8","1.03","6"
"2540","Okra","3.48","6","3.03","9"
"2540","Eggplant","3.48","6","5.48","11"
"2540","Carrot","3.48","6","6.5","9"
"2540","Cabbage","3.48","6","6.03","9"
"2541","Maize","2.5","4.5","5.48","8"
"2541","Cassava","3.03","8","1.03","6"
"2541","Okra","3.48","6","3.03","9"
"2541","Eggplant","3.48","6","5.48","11"
"2541","Carrot","3.48","6","6.5","9"
"2541","Cabbage","3.48","6","6.03","9"
"2542","Maize","2.5","4.5","5.48","8"
"2542","Cassava","3.03","8","1.03","6"
"2542","Okra","3.48","6","3.03","9"
"2542","Eggplant","3.48","6","5.48","11"
"2542","Carrot","3.48","6","6.5","9"
"2542","Cabbage","3.48","6","6.03","9"
"2543","Maize","2.5","4.5","5.48","8"
"2543","Cassava","3.03","8","1.03","6"
"2543","Okra","3.48","6","3.03","9"
"2543","Eggplant","3.48","6","5.48","11"
"2543","Carrot","3.48","6","6.5","9"
"2543","Cabbage","3.48","6","6.03","9"
"2544","Maize","2.5","4.5","5.48","8"
"2544","Cassava","3.03","8","1.03","6"
"2544","Okra","3.48","6","3.03","9"
"2544","Eggplant","3.48","6","5.48","11"
"2544","Carrot","3.48","6","6.5","9"
"2544","Cabbage","3.48","6","6.03","9"
"2545","Maize","2.5","4.5","5.48","8"
"2545","Cassava","3.03","8","1.03","6"
"2545","Okra","3.48","6","3.03","9"
"2545","Eggplant","3.48","6","5.48","11"
"2545","Carrot","3.48","6","6.5","9"
"2545","Cabbage","3.48","6","6.03","9"
"2567","Maize","3.32","5","8.32","9.67"
"2567","Cassava","5.03","8","11.33","1.32"
"2567","Bambara Nut","4.03","6","7.32","9"
"2567","Cowpea","7.65","9.33","11.33","12.65"
"2567","Okra","1.03","1",NA,NA
"2567","Eggplant","1.03","1",NA,NA
"2567","Carrot","1.03","1",NA,NA
"2567","Soy","4.67","7.32","10.32","11.33"
"2568","Maize","3.32","5","8.32","9.67"
"2568","Cassava","5.03","8","11.33","1.32"
"2568","Bambara Nut","4.03","6","7.32","9"
"2568","Cowpea","7.65","9.33","11.33","12.65"
"2568","Okra","1.03","1",NA,NA
"2568","Eggplant","1.03","1",NA,NA
"2568","Carrot","1.03","1",NA,NA
"2568","Soy","4.67","7.32","10.32","11.33"
"2569","Maize","3.32","5","8.32","9.67"
"2569","Cassava","5.03","8","11.33","1.32"
"2569","Bambara Nut","4.03","6","7.32","9"
"2569","Cowpea","7.65","9.33","11.33","12.65"
"2569","Okra","1.03","1",NA,NA
"2569","Eggplant","1.03","1",NA,NA
"2569","Carrot","1.03","1",NA,NA
"2569","Soy","4.67","7.32","10.32","11.33"
"2570","Maize","3.32","5","8.32","9.67"
"2570","Cassava","5.03","8","11.33","1.32"
"2570","Bambara Nut","4.03","6","7.32","9"
"2570","Cowpea","7.65","9.33","11.33","12.65"
"2570","Okra","1.03","1",NA,NA
"2570","Eggplant","1.03","1",NA,NA
"2570","Carrot","1.03","1",NA,NA
"2570","Soy","4.67","7.32","10.32","11.33"
"2571","Maize","3.32","5","8.32","9.67"
"2571","Cassava","5.03","8","11.33","1.32"
"2571","Bambara Nut","4.03","6","7.32","9"
"2571","Cowpea","7.65","9.33","11.33","12.65"
"2571","Okra","1.03","1",NA,NA
"2571","Eggplant","1.03","1",NA,NA
"2571","Carrot","1.03","1",NA,NA
"2571","Soy","4.67","7.32","10.32","11.33"
"2614","Maize","3.03","9",NA,NA
"2614","Yam","11.03","5",NA,NA
"2614","Cassava","3.03","9",NA,NA
"2614","Cowpea","9.03","10",NA,NA
"2614","Onion","11.03","1",NA,NA
"2614","Eggplant","5.03","1",NA,NA
"2614","Cabbage","8.03","12",NA,NA
"2614","Soy","7.03","12.48",NA,NA
"2615","Maize","3.03","9",NA,NA
"2615","Yam","11.03","5",NA,NA
"2615","Cassava","3.03","9",NA,NA
"2615","Cowpea","9.03","10",NA,NA
"2615","Onion","11.03","1",NA,NA
"2615","Eggplant","5.03","1",NA,NA
"2615","Cabbage","8.03","12",NA,NA
"2615","Soy","7.03","12.48",NA,NA
"2616","Maize","3.03","9",NA,NA
"2616","Yam","11.03","5",NA,NA
"2616","Cassava","3.03","9",NA,NA
"2616","Cowpea","9.03","10",NA,NA
"2616","Onion","11.03","1",NA,NA
"2616","Eggplant","5.03","1",NA,NA
"2616","Cabbage","8.03","12",NA,NA
"2616","Soy","7.03","12.48",NA,NA
"2617","Maize","3.03","9",NA,NA
"2617","Yam","11.03","5",NA,NA
"2617","Cassava","3.03","9",NA,NA
"2617","Cowpea","9.03","10",NA,NA
"2617","Onion","11.03","1",NA,NA
"2617","Eggplant","5.03","1",NA,NA
"2617","Cabbage","8.03","12",NA,NA
"2617","Soy","7.03","12.48",NA,NA
"2618","Maize","3.03","9",NA,NA
"2618","Yam","11.03","5",NA,NA
"2618","Cassava","3.03","9",NA,NA
"2618","Cowpea","9.03","10",NA,NA
"2618","Onion","11.03","1",NA,NA
"2618","Eggplant","5.03","1",NA,NA
"2618","Cabbage","8.03","12",NA,NA
"2618","Soy","7.03","12.48",NA,NA
"2619","Maize","3.03","9",NA,NA
"2619","Yam","11.03","5",NA,NA
"2619","Cassava","3.03","9",NA,NA
"2619","Cowpea","9.03","10",NA,NA
"2619","Onion","11.03","1",NA,NA
"2619","Eggplant","5.03","1",NA,NA
"2619","Cabbage","8.03","12",NA,NA
"2619","Soy","7.03","12.48",NA,NA
"2620","Maize","3.03","9",NA,NA
"2620","Yam","11.03","5",NA,NA
"2620","Cassava","3.03","9",NA,NA
"2620","Cowpea","9.03","10",NA,NA
"2620","Onion","11.03","1",NA,NA
"2620","Eggplant","5.03","1",NA,NA
"2620","Cabbage","8.03","12",NA,NA
"2620","Soy","7.03","12.48",NA,NA
"2621","Maize","3.03","9",NA,NA
"2621","Yam","11.03","5",NA,NA
"2621","Cassava","3.03","9",NA,NA
"2621","Cowpea","9.03","10",NA,NA
"2621","Onion","11.03","1",NA,NA
"2621","Eggplant","5.03","1",NA,NA
"2621","Cabbage","8.03","12",NA,NA
"2621","Soy","7.03","12.48",NA,NA
"2622","Maize","3.03","9",NA,NA
"2622","Yam","11.03","5",NA,NA
"2622","Cassava","3.03","9",NA,NA
"2622","Cowpea","9.03","10",NA,NA
"2622","Onion","11.03","1",NA,NA
"2622","Eggplant","5.03","1",NA,NA
"2622","Cabbage","8.03","12",NA,NA
"2622","Soy","7.03","12.48",NA,NA
"2623","Maize","3.03","9",NA,NA
"2623","Yam","11.03","5",NA,NA
"2623","Cassava","3.03","9",NA,NA
"2623","Cowpea","9.03","10",NA,NA
"2623","Onion","11.03","1",NA,NA
"2623","Eggplant","5.03","1",NA,NA
"2623","Cabbage","8.03","12",NA,NA
"2623","Soy","7.03","12.48",NA,NA
"2624","Maize","3.03","9",NA,NA
"2624","Yam","11.03","5",NA,NA
"2624","Cassava","3.03","9",NA,NA
"2624","Cowpea","9.03","10",NA,NA
"2624","Onion","11.03","1",NA,NA
"2624","Eggplant","5.03","1",NA,NA
"2624","Cabbage","8.03","12",NA,NA
"2624","Soy","7.03","12.48",NA,NA
"2625","Maize","3.03","9",NA,NA
"2625","Yam","11.03","5",NA,NA
"2625","Cassava","3.03","9",NA,NA
"2625","Cowpea","9.03","10",NA,NA
"2625","Onion","11.03","1",NA,NA
"2625","Eggplant","5.03","1",NA,NA
"2625","Cabbage","8.03","12",NA,NA
"2625","Soy","7.03","12.48",NA,NA
